Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
2021-08-14,Sat,1,Away,W 3–0,Liverpool,Norwich City,Y,FW,60,1,0,0,0,2,2,0,0,22,1,0,0,0.4,0.4,0.0,3,0,8,12,2,12,2,4,1,87,21,7,9,1,2,0,1,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,12,10,3,102.0,89.0,1,0,3,0,17,4,0,21,1,1.9,7.6,37.8,2021-08-14 16:30:00+00:00,60,0,1,0,777536,36.0,8,0,0,0,75,2021-08-14
2021-08-21,Sat,2,Home,W 2–0,Liverpool,Burnley,Y,FW,80,1,0,0,0,3,1,0,0,32,4,0,0,0.2,0.2,0.2,4,0,19,20,7,20,3,0,0,268,93,12,12,5,6,1,1,0.1,2,5,2,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,2,0,0,1,0,1,5,15,13,6,103.0,71.0,0,1,2,2,22,5,0,25,1,24.8,10.7,45.2,2021-08-21 11:30:00+00:00,80,0,2,0,968642,37.0,8,77273,149876,72603,75,2021-08-21
2021-08-28,Sat,3,Home,D 1–1,Liverpool,Chelsea,N,FW,48,0,0,0,0,3,1,0,0,29,1,0,2,0.3,0.3,0.0,0,0,15,20,1,14,1,0,0,179,37,9,12,5,7,0,0,0.0,0,1,2,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,10,18,6,96.0,26.0,3,1,3,1,24,5,0,1,0,6.3,7.4,4.2,2021-08-28 16:30:00+00:00,47,0,3,0,1184840,63.0,1,154435,273977,119542,76,2021-08-28
2021-09-12,Sun,4,Away,W 3–0,Liverpool,Leeds United,Y,FW,81,0,0,0,0,3,1,0,0,43,0,0,2,0.5,0.5,1.4,8,0,29,33,4,37,5,2,2,443,110,14,16,11,12,3,4,0.6,6,2,1,0,33,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,6,13,24,4,223.0,114.0,2,2,4,2,38,5,0,22,1,64.4,12.9,17.8,2021-09-12 15:30:00+00:00,81,0,4,0,1636980,47.0,3,399068,674300,275232,76,2021-09-12
2021-09-18,Sat,5,Home,W 3–0,Liverpool,Crystal Palace,Y,FW,75,0,0,0,0,4,0,0,0,28,3,0,1,1.2,1.2,0.0,5,0,11,16,2,13,2,3,2,155,57,5,7,3,4,1,1,0.0,1,2,0,0,16,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,2,1,1,0,1,0,3,5,7,16,6,66.0,23.0,0,1,1,2,19,7,0,1,1,11.7,5.6,10.0,2021-09-18 14:00:00+00:00,75,0,5,0,1752352,34.0,3,105657,287657,182000,77,2021-09-18
2021-09-25,Sat,6,Away,D 3–3,Liverpool,Brentford,Y,"FW,RM",90,1,0,0,0,2,2,0,0,34,0,0,0,0.7,0.7,0.6,3,0,19,22,2,25,1,5,1,263,50,12,14,5,5,1,1,0.2,2,2,0,0,22,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,16,16,5,140.0,97.0,2,0,3,0,29,3,0,24,0,29.2,11.0,40.8,2021-09-25 16:30:00+00:00,90,0,6,0,1646173,40.0,7,-106019,91657,197676,77,2021-09-25
2021-10-03,Sun,7,Home,D 2–2,Liverpool,Manchester City,Y,FW,67,0,0,0,0,1,1,1,0,22,0,1,0,0.1,0.1,0.0,0,0,11,15,4,14,2,0,0,196,62,3,4,7,9,0,0,0.0,0,2,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,11,11,4,108.0,78.0,2,1,0,1,19,2,0,0,1,4.1,2.5,0.0,2021-10-03 15:30:00+00:00,67,0,7,0,1471939,21.0,2,-177663,79237,256900,76,2021-10-03
2021-10-24,Sun,9,Away,W 5–0,Liverpool,Manchester Utd,Y,LW,90,1,1,0,0,2,1,0,0,45,1,0,2,0.7,0.7,0.3,4,1,32,39,5,33,2,0,0,444,94,22,25,8,10,1,2,0.1,2,3,1,0,39,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,3,1,1,1,0,2,3,21,23,3,140.0,74.0,0,1,0,0,39,9,0,45,1,26.3,13.2,60.8,2021-10-24 15:30:00+00:00,90,0,9,0,1014041,45.0,11,-311545,13852,325397,75,2021-10-24
2021-10-30,Sat,10,Home,D 2–2,Liverpool,Brighton,N,FW,13,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.1,1,0,4,4,0,2,0,1,0,32,8,3,3,0,0,0,0,0.1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,5,1,3.0,1.0,0,0,0,0,4,2,0,5,0,10.8,1.7,4.2,2021-10-30 14:00:00+00:00,12,0,10,0,1059795,2.0,1,25072,111366,86294,75,2021-10-30
2021-11-07,Sun,11,Away,L 2–3,Liverpool,West Ham,Y,FW,75,0,0,0,0,2,0,0,0,27,1,1,1,0.1,0.1,0.0,3,0,17,19,2,19,4,2,1,228,43,12,14,4,4,1,1,0.0,2,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,3,12,12,2,159.0,114.0,3,0,2,0,24,3,0,7,0,24.6,3.7,1.6,2021-11-07 16:30:00+00:00,75,0,11,0,1073063,11.0,2,11235,91588,80353,75,2021-11-07
2021-11-20,Sat,12,Home,W 4–0,Liverpool,Arsenal,Y,FW,75,1,0,0,0,2,2,0,0,29,0,0,0,1.2,1.2,0.0,2,2,12,22,4,13,1,3,1,169,79,6,8,6,10,0,2,0.0,0,3,1,0,21,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,13,15,7,66.0,44.0,2,1,2,0,20,4,0,19,1,1.5,8.3,35.4,2021-11-20 17:30:00+00:00,75,0,12,0,1185146,46.0,8,105115,173159,68044,75,2021-11-20
2021-11-27,Sat,13,Home,W 4–0,Liverpool,Southampton,Y,FW,80,2,0,0,0,7,2,0,0,48,1,0,0,2.3,2.3,0.1,6,1,23,33,7,20,5,3,3,392,140,9,13,11,12,2,4,0.0,1,4,2,0,33,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,7,26,16,9,167.0,124.0,1,1,4,1,37,6,1,44,1,12.5,20.4,67.0,2021-11-27 15:00:00+00:00,80,0,13,0,1440825,124.0,14,247674,299820,52146,76,2021-11-27
2021-12-01,Wed,14,Away,W 4–1,Liverpool,Everton,Y,FW,87,1,0,0,0,2,1,0,0,44,3,0,0,0.3,0.3,0.7,6,1,23,29,3,24,2,3,3,269,105,13,15,7,8,0,2,0.4,3,0,1,1,29,0,0,1,0,1,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,2,2,1,0,1,2,1,0,0,2,0,1,6,21,17,4,138.0,75.0,2,1,5,0,29,9,1,37,0,40.8,12.3,50.0,2021-12-01 20:15:00+00:00,87,0,14,0,2120029,32.0,8,664001,674767,10766,78,2021-12-01
2021-12-04,Sat,15,Away,W 1–0,Liverpool,Wolves,Y,"FW,AM",81,0,0,0,0,4,0,0,0,43,0,0,1,1.1,1.1,0.0,2,0,26,34,4,21,2,0,0,377,87,15,18,9,10,1,1,0.1,1,1,1,0,34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,3,10,30,6,130.0,66.0,2,0,1,1,35,10,0,4,1,15.3,6.0,0.0,2021-12-04 15:00:00+00:00,81,0,15,0,2556424,47.0,3,428832,449265,20433,79,2021-12-04
2021-12-11,Sat,16,Home,W 1–0,Liverpool,Aston Villa,N,FW,33,0,0,0,0,2,0,0,0,9,0,0,0,0.4,0.4,0.0,0,0,4,4,1,6,1,1,0,48,25,3,3,1,1,0,0,0.0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,7,4,23.0,17.0,0,0,2,2,5,3,0,-8,0,0.7,0.9,0.0,2021-12-11 15:00:00+00:00,32,0,16,0,2383949,12.0,1,-146906,153325,300231,80,2021-12-11
2021-12-16,Thu,17,Home,W 3–1,Liverpool,Newcastle Utd,Y,FW,90,1,0,0,0,7,3,0,0,37,1,0,0,1.4,1.4,0.1,4,1,16,24,4,26,4,2,1,168,40,13,15,3,6,0,0,0.1,1,0,3,0,24,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,13,25,11,150.0,91.0,2,3,1,4,31,7,0,14,0,12.8,17.5,37.0,2021-12-16 20:00:00+00:00,90,0,17,0,2429414,125.0,7,8954,131245,122291,80,2021-12-16
