Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
2021-12-19,Sun,18,Away,D 2–2,Liverpool,Tottenham,Y,"FW,RM",89,1,0,0,0,3,1,0,0,41,3,0,3,0.2,0.2,0.0,4,0,15,21,2,23,2,3,0,194,50,6,7,5,5,1,3,0.0,0,0,1,0,21,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,5,12,25,8,115.0,30.0,3,1,5,2,25,5,0,15,0,2.8,7.0,32.6,2021-12-19 16:30:00+00:00,90,0,18,0,2564980,35.0,7,93389,139041,45652,80,2021-12-19
2021-12-28,Tue,20,Away,L 0–1,Liverpool,Leicester City,Y,FW,90,0,0,0,0,3,0,0,0,41,2,1,1,0.3,0.3,0.4,1,0,21,32,3,29,2,2,1,318,45,12,15,8,12,1,3,0.2,1,4,0,0,32,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,0,1,0,0,0,1,17,23,10,171.0,68.0,5,0,1,2,29,4,0,4,0,16.3,6.5,4.2,2021-12-28 20:00:00+00:00,90,0,20,0,2551657,44.0,2,154191,176760,22569,81,2021-12-28
2022-01-02,Sun,21,Away,D 2–2,Liverpool,Chelsea,Y,FW,68,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,11,27,1,26,2,2,0,174,70,6,10,4,7,1,5,0.0,0,1,1,0,25,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,21,11,2,117.0,53.0,1,1,3,3,33,4,0,6,0,7.5,0.9,0.0,2022-01-02 16:30:00+00:00,68,0,21,0,2456213,6.0,5,23104,136677,113573,81,2022-01-02
2022-01-16,Sun,22,Home,W 3–0,Liverpool,Brentford,Y,LW,81,0,0,0,0,6,2,0,0,53,0,0,1,0.8,0.8,0.0,3,0,31,41,4,27,4,3,0,413,92,16,20,9,10,1,3,0.0,0,1,1,0,41,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,13,37,7,166.0,79.0,1,2,1,0,43,6,0,3,1,6.0,10.6,3.6,2022-01-16 14:00:00+00:00,81,0,22,0,3357777,96.0,3,759984,835856,75872,83,2022-01-16
2022-01-23,Sun,23,Away,W 3–1,Liverpool,Crystal Palace,Y,LW,90,0,0,0,0,1,1,0,0,45,1,0,1,0.0,0.0,0.1,4,2,21,34,1,26,5,6,3,305,63,12,17,7,12,1,1,0.1,2,1,1,0,34,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,5,23,19,2,170.0,99.0,2,0,2,1,36,7,0,16,0,22.8,4.9,10.8,2022-01-23 14:00:00+00:00,90,0,23,0,3546479,15.0,5,275390,331714,56324,84,2022-01-23
2022-02-10,Thu,24,Home,W 2–0,Liverpool,Leicester City,Y,"RW,FW",90,2,0,0,0,3,2,0,0,37,3,1,1,0.7,0.7,0.1,4,0,12,24,1,19,4,4,2,149,32,10,13,2,5,0,0,0.2,2,1,1,0,24,0,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,1,4,12,25,11,154.0,86.0,4,2,1,0,21,13,3,48,1,22.2,17.2,78.0,2022-02-10 19:45:00+00:00,90,0,24,0,3594970,72.0,16,48203,185027,136824,85,2022-02-10
2022-02-13,Sun,25,Away,W 1–0,Liverpool,Burnley,N,LW,24,0,0,0,0,1,0,0,0,20,0,0,1,0.1,0.1,0.0,1,0,10,10,1,12,1,3,0,127,20,8,8,1,1,1,1,0.0,1,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,9,3,41.0,9.0,0,1,1,1,16,3,0,-1,0,11.8,2.0,0.6,2022-02-13 14:00:00+00:00,23,0,25,0,3618036,8.0,1,23160,155462,132302,85,2022-02-13
2022-03-05,Sat,28,Home,W 1–0,Liverpool,West Ham,N,FW,12,0,0,0,0,1,0,1,0,8,0,0,0,0.1,0.1,0.0,0,0,4,6,0,6,0,0,0,82,18,1,1,3,4,0,1,0.0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,30.0,7.0,0,0,0,0,5,2,0,-2,0,0.5,0.0,0.0,2022-03-05 17:30:00+00:00,11,0,28,0,1720241,1.0,0,-129369,50233,179602,83,2022-03-05
2022-03-12,Sat,29,Away,W 2–0,Liverpool,Brighton,N,RW,26,0,0,0,0,0,0,0,0,12,2,1,0,0.0,0.0,0.0,1,0,5,6,1,8,0,0,0,109,33,3,3,1,1,1,1,0.0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,2,4,6,2,30.0,20.0,0,0,0,1,8,1,0,2,0,0.8,1.0,5.4,2022-03-12 12:30:00+00:00,25,0,29,0,1660924,4.0,1,-76043,73676,149719,83,2022-03-12
2022-03-16,Wed,27,Away,W 2–0,Liverpool,Arsenal,Y,FW,55,1,0,0,0,1,1,0,0,23,0,0,0,0.0,0.0,0.0,0,0,13,19,2,13,2,0,0,171,42,9,11,3,5,1,1,0.0,0,1,1,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,9,12,3,40.0,17.0,2,2,2,0,19,7,0,23,0,2.8,5.6,32.2,2022-03-16 20:15:00+00:00,55,0,29,0,1660924,21.0,6,-76043,73676,149719,83,2022-03-16
2022-04-02,Sat,31,Home,W 2–0,Liverpool,Watford,Y,LW,90,1,0,0,0,6,2,0,0,44,0,0,0,0.8,0.8,0.2,5,1,23,31,2,25,1,3,1,303,51,17,20,6,7,0,0,0.4,3,2,0,0,31,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,30,7,147.0,54.0,2,1,3,1,32,5,3,35,1,38.1,14.1,34.8,2022-04-02 11:30:00+00:00,90,0,31,0,1587957,68.0,14,8071,60727,52656,83,2022-04-02
2022-04-10,Sun,32,Away,D 2–2,Liverpool,Manchester City,Y,FW,69,1,0,0,0,2,2,0,0,23,2,0,0,0.8,0.8,0.0,0,0,8,15,2,16,1,0,0,125,24,2,3,6,7,0,3,0.0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,2,0,0,0,0,0,1,13,9,5,62.0,13.0,0,2,2,2,18,7,0,17,0,4.3,8.5,38.6,2022-04-10 15:30:00+00:00,69,0,32,0,1654655,42.0,7,64115,92561,28446,83,2022-04-10
2022-04-19,Tue,30,Home,W 4–0,Liverpool,Manchester Utd,N,LW,21,0,1,0,0,2,0,0,0,21,1,0,1,0.3,0.3,0.2,2,1,13,14,2,14,1,2,1,219,39,4,5,9,9,0,0,0.3,1,1,1,0,14,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,8,13,2,96.0,51.0,1,0,0,0,17,4,0,11,0,15.1,5.1,18.8,2022-04-19 19:00:00+00:00,20,0,33,0,1620084,17.0,4,-22445,68450,90895,83,2022-04-19
2022-04-24,Sun,34,Home,W 2–0,Liverpool,Everton,Y,"LW,AM",81,0,0,0,0,1,0,0,0,41,2,0,0,0.1,0.1,0.0,2,0,26,33,1,23,0,3,1,366,19,16,20,10,11,0,0,0.0,1,1,0,0,33,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,2,11,28,6,158.0,35.0,0,1,3,0,32,12,0,11,1,14.8,3.4,4.8,2022-04-24 15:30:00+00:00,81,0,34,0,1631724,14.0,3,-6461,64002,70463,83,2022-04-24
2022-04-30,Sat,35,Away,W 1–0,Liverpool,Newcastle Utd,Y,FW,90,0,1,0,0,5,4,1,0,37,2,0,1,0.4,0.4,0.8,10,1,13,19,4,18,2,4,2,198,70,6,6,5,7,1,2,0.1,4,2,2,0,19,0,0,0,0,0,0,0,0,4,0,1,3,2,0,1,0,0,0,0,0,0,2,0,0,1,3,2,0,1,0,0,1,5,15,17,11,145.0,63.0,3,1,3,0,25,5,0,16,1,42.7,16.8,39.4,2022-04-30 11:30:00+00:00,90,0,35,0,1654280,86.0,5,22287,70938,48651,83,2022-04-30
2022-05-07,Sat,36,Home,D 1–1,Liverpool,Tottenham,N,FW,26,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,7,9,3,11,0,2,0,125,14,2,3,5,5,0,0,0.0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,7,0,35.0,11.0,2,0,0,2,9,2,0,-2,0,1.3,0.3,0.0,2022-05-07 18:45:00+00:00,25,0,36,0,1642716,2.0,1,-10899,50702,61601,83,2022-05-07
2022-05-10,Tue,33,Away,W 2–1,Liverpool,Aston Villa,Y,LW,90,0,0,0,0,2,0,0,0,40,1,0,0,0.1,0.1,0.3,4,1,23,33,2,17,4,2,0,294,78,14,20,6,7,1,1,0.1,2,1,0,0,33,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,3,18,20,7,146.0,98.0,2,3,1,1,33,3,0,4,0,23.2,4.4,2.4,2022-05-10 19:00:00+00:00,90,0,36,0,1642716,18.0,2,-10899,50702,61601,83,2022-05-10
2022-05-17,Tue,37,Away,W 2–1,Liverpool,Southampton,Y,LW,90,0,1,0,0,4,0,0,0,36,2,1,0,0.4,0.4,0.1,4,1,19,27,2,20,6,0,0,223,44,13,17,5,7,0,0,0.1,1,1,2,0,27,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,10,26,10,158.0,108.0,1,4,1,0,29,12,0,12,0,14.8,8.8,16.8,2022-05-17 18:45:00+00:00,90,0,37,0,1573383,56.0,5,-67909,29955,97864,83,2022-05-17
2022-05-22,Sun,38,Home,W 3–1,Liverpool,Wolves,Y,RW,57,0,0,0,0,3,0,0,0,30,1,0,0,0.2,0.2,0.0,2,0,15,23,1,17,0,1,1,186,73,9,10,2,3,1,1,0.0,0,0,0,0,22,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,3,0,0,0,0,0,2,11,18,5,66.0,24.0,1,0,1,1,22,5,0,4,0,0.0,0.0,0.0,2022-05-22 15:00:00+00:00,57,0,38,0,1586465,0.0,1,10403,60771,50368,83,2022-05-22
