,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,own_goals,penalties_conceded,recoveries,round,saves,selected,tackled,tackles,target_missed,threat,total_points,transfers_balance,transfers_in,transfers_out,value,winning_goals,kickoff_date
0,2017-08-12,Sat,1,Away,D 0–0,Swansea City,Southampton,Y,RM,90,0,0,0,0,1,0,0,0,50,5,0,0,0.0,0.0,0.1,1,0,35,40,4,19,0,3,2,722,88,10,11,20,22,5,6,0.0,1,1,1,0,39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,2,1,0,0,2,1,3,9,36,7,1,113.0,49.0,0,0,1,2,36,2,41,0,0,0,10,1,3,36,13.3,2,0,0,0,1,3.1,365,14.0,1,2017-08-12 14:00:00+00:00,12 Aug 15:00,0,0,90,0,0,0,0,4,1,0,25405,3,0,1,4.0,3,0,0,0,55,0,2017-08-12
1,2017-08-19,Sat,2,Home,L 0–4,Swansea City,Manchester Utd,Y,CM,90,0,0,0,0,1,0,1,0,62,2,1,1,0.0,0.0,0.0,0,0,49,55,5,43,2,1,1,825,145,28,30,16,16,5,7,0.0,0,4,1,0,53,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,4,2,1,0,0,0,2,13,37,12,0,197.0,94.0,3,1,1,2,44,2,53,0,0,0,8,0,3,49,8.7,0,0,0,0,2,2.1,876,11.0,0,2017-08-19 11:30:00+00:00,19 Aug 12:30,0,0,90,0,0,0,0,5,2,0,26481,2,1,1,1.0,1,-1487,1264,2751,55,0,2017-08-19
2,2017-08-26,Sat,3,Away,W 2–0,Swansea City,Crystal Palace,Y,CM,90,0,1,0,0,1,0,1,0,40,4,0,1,0.0,0.0,0.1,2,1,24,32,0,23,2,1,1,409,55,11,16,8,9,2,4,0.1,1,0,1,1,31,1,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,1,1,1,0,3,0,3,10,24,6,0,119.0,70.0,0,0,1,1,32,0,30,0,0,0,16,1,3,22,15.3,1,0,0,0,3,5.6,1392,32.2,1,2017-08-26 14:00:00+00:00,26 Aug 15:00,0,0,90,0,1,0,0,2,3,0,24223,1,1,0,8.0,5,-2838,1344,4182,55,0,2017-08-26
3,2017-09-10,Sun,4,Home,L 0–1,Swansea City,Newcastle Utd,Y,"AM,RM",90,0,0,0,0,1,0,1,0,51,0,0,1,0.0,0.0,0.6,4,0,36,43,9,28,1,5,5,777,241,12,15,16,16,8,11,0.3,1,3,2,0,43,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,8,31,13,1,141.0,79.0,3,0,2,1,40,2,44,1,0,0,11,0,3,37,16.3,5,0,0,0,3,3.2,1923,11.2,1,2017-09-10 15:00:00+00:00,10 Sep 16:00,0,0,90,1,0,0,0,2,4,0,30587,1,0,1,4.0,1,4552,8421,3869,55,0,2017-09-10
4,2017-09-16,Sat,5,Away,D 0–0,Swansea City,Tottenham,N,CM,33,0,0,0,0,0,0,0,0,7,1,1,1,0.0,0.0,0.0,0,0,2,3,0,4,0,1,1,22,2,0,0,1,2,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,3,2,0,13.0,5.0,0,0,1,1,4,0,3,0,0,0,7,0,1,2,0.3,1,0,0,0,0,0.6,2467,6.0,0,2017-09-16 16:30:00+00:00,16 Sep 17:30,0,0,32,0,0,0,0,1,5,0,27795,1,2,0,0.0,1,-3075,1100,4175,55,0,2017-09-16
5,2017-09-23,Sat,6,Home,L 1–2,Swansea City,Watford,Y,"RM,CM",90,0,0,0,0,2,0,0,0,59,3,0,1,0.2,0.2,0.0,1,0,31,45,3,24,2,2,2,536,134,13,17,16,22,1,5,0.0,1,3,2,0,44,1,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,3,1,0,1,1,0,2,6,37,17,3,137.0,79.0,1,0,3,0,37,1,41,0,1,0,13,0,1,30,16.8,2,0,0,0,1,5.4,3013,10.2,1,2017-09-23 14:00:00+00:00,23 Sep 15:00,0,0,90,0,0,0,0,5,6,0,25587,0,3,1,27.0,2,-2478,1438,3916,55,0,2017-09-23
6,2017-09-30,Sat,7,Away,L 0–1,Swansea City,West Ham,N,FW,45,0,0,0,0,0,0,0,0,31,2,0,1,0.0,0.0,0.0,1,0,22,26,2,9,0,0,0,337,92,11,14,9,9,2,3,0.0,1,4,0,0,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0,0,2,22,7,0,34.0,8.0,0,0,2,0,23,2,26,0,0,0,6,0,0,22,14.3,0,0,0,0,2,2.1,3563,6.2,1,2017-09-30 14:00:00+00:00,30 Sep 15:00,0,0,45,0,0,0,0,2,7,0,22974,0,2,0,0.0,1,-2764,540,3304,55,0,2017-09-30
7,2017-10-14,Sat,8,Home,W 2–0,Swansea City,Huddersfield,Y,RM,72,0,0,0,0,0,0,1,0,43,3,1,1,0.0,0.0,0.0,0,0,25,32,6,21,2,1,0,542,136,11,13,7,10,7,8,0.0,0,6,1,0,31,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,3,2,0,1,1,0,1,1,32,11,0,159.0,48.0,1,0,4,1,31,1,30,0,0,0,12,1,2,25,3.3,0,0,0,0,2,0.9,4117,6.0,0,2017-10-14 14:00:00+00:00,14 Oct 15:00,0,0,72,0,0,0,0,5,8,0,21588,1,3,0,0.0,2,-1509,1119,2628,54,0,2017-10-14
8,2017-10-28,Sat,10,Away,L 1–2,Swansea City,Arsenal,Y,"CM,LW",90,0,0,0,0,0,0,0,0,42,3,3,2,0.0,0.0,0.0,2,1,25,30,1,14,0,0,0,389,100,16,17,6,6,3,6,0.0,0,4,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,2,1,0,2,1,0,2,11,25,7,0,128.0,90.0,2,0,3,2,24,1,29,0,0,0,6,0,7,23,2.2,0,0,0,0,2,1.3,5233,11.0,0,2017-10-28 14:00:00+00:00,28 Oct 15:00,0,0,90,0,0,0,0,3,10,0,15306,2,0,0,0.0,2,-1971,111,2082,54,0,2017-10-28
9,2017-11-04,Sat,11,Home,L 0–1,Swansea City,Brighton,Y,RM,90,0,0,0,0,0,0,0,0,66,3,1,0,0.0,0.0,0.0,0,0,47,62,7,22,2,1,0,866,151,18,21,21,27,7,11,0.1,0,4,0,0,60,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,6,43,18,2,121.0,65.0,1,0,1,1,53,7,59,0,0,0,9,0,1,46,7.1,1,0,0,0,1,2.1,5796,9.6,0,2017-11-04 15:00:00+00:00,04 Nov 15:00,0,0,90,0,0,0,0,7,11,0,14883,1,0,0,4.0,2,-465,382,847,54,0,2017-11-04
