,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,own_goals,penalties_conceded,recoveries,round,saves,selected,tackled,tackles,target_missed,threat,total_points,transfers_balance,transfers_in,transfers_out,value,winning_goals,kickoff_date
0,2018-01-30,Tue,25,Home,D 1–1,West Ham,Crystal Palace,Y,AM,90,0,0,0,0,1,0,0,0,44,3,0,0,0.1,0.1,0.1,3,1,23,34,1,23,3,2,1,435,71,9,13,10,13,3,6,0.2,1,1,0,0,30,4,1,0,1,7,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,13,27,4,166.0,90.0,3,1,3,1,28,4,26,0,0,0,9,0,1,21,22.3,1,0,0,0,0,4.7,14174,12.2,1,2018-01-30 19:45:00+00:00,30 Jan 19:45,0,0,90,0,0,0,0,6,25,0,4121,2,1,1,12.0,2,4044,4321,277,65,0,2018-01-30
1,2018-02-03,Sat,26,Away,L 1–3,West Ham,Brighton,Y,"AM,LM",90,0,1,0,0,1,0,0,0,56,1,0,0,0.1,0.1,0.1,1,0,34,45,4,35,2,7,3,457,133,24,26,6,7,3,9,0.1,1,1,1,1,42,3,2,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,0,1,6,25,27,2,275.0,93.0,5,0,2,0,41,10,36,0,0,0,23,0,2,28,21.0,3,0,0,0,0,5.4,14787,27.2,1,2018-02-03 15:00:00+00:00,03 Feb 15:00,0,0,90,0,1,0,0,7,26,0,8479,3,1,1,6.0,5,4189,5312,1123,65,0,2018-02-03
2,2018-02-10,Sat,27,Home,W 2–0,West Ham,Watford,Y,RW,76,0,0,0,0,1,1,0,0,39,2,0,1,0.3,0.3,0.2,2,0,15,29,3,22,2,0,0,294,130,6,9,6,10,3,8,0.1,1,3,0,0,22,6,2,0,0,8,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,7,16,16,3,110.0,42.0,0,0,6,1,23,8,18,0,1,0,8,1,1,12,15.8,0,0,0,0,1,6.3,15412,10.8,1,2018-02-10 15:00:00+00:00,10 Feb 15:00,0,0,76,0,0,0,0,6,27,0,11852,1,2,0,36.0,3,3080,4725,1645,65,0,2018-02-10
3,2018-02-24,Sat,28,Away,L 1–4,West Ham,Liverpool,Y,"AM,LM",82,0,0,0,0,0,0,0,0,44,1,1,0,0.0,0.0,0.0,1,0,31,40,3,24,2,2,2,436,50,17,20,11,11,1,3,0.0,0,1,0,0,33,6,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4,24,17,2,244.0,53.0,1,1,4,4,31,6,36,0,0,0,10,0,1,28,3.4,2,0,0,0,0,1.5,16039,5.4,0,2018-02-24 15:00:00+00:00,24 Feb 15:00,0,0,82,0,0,0,0,7,28,0,9882,4,1,0,6.0,2,-2307,939,3246,64,0,2018-02-24
4,2018-03-10,Sat,30,Home,L 0–3,West Ham,Burnley,Y,AM,70,0,0,0,0,2,0,0,0,37,0,0,0,0.1,0.1,0.1,3,0,28,32,5,18,1,1,0,534,114,11,12,12,14,4,4,0.2,1,1,1,0,30,2,0,1,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,17,3,79.0,39.0,1,0,2,0,30,5,29,0,0,0,5,0,0,27,22.8,1,0,0,0,2,3.0,17302,0.0,1,2018-03-10 15:00:00+00:00,10 Mar 15:00,0,0,70,0,0,0,0,5,30,0,6486,0,0,2,9.0,2,-2008,193,2201,62,0,2018-03-10
5,2018-03-31,Sat,32,Home,W 3–0,West Ham,Southampton,Y,AM,90,1,0,0,0,2,1,0,0,53,1,0,0,0.2,0.2,0.3,5,0,34,46,2,32,4,1,0,500,81,23,29,6,8,4,6,0.1,4,0,1,1,40,5,2,0,0,4,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,3,19,31,5,186.0,65.0,1,2,2,2,36,6,41,0,0,2,30,1,0,32,59.4,0,0,0,0,1,11.9,18203,43.0,4,2018-03-31 14:00:00+00:00,31 Mar 15:00,0,0,90,0,1,0,0,4,32,0,4951,3,0,1,17.0,10,-614,144,758,60,1,2018-03-31
6,2018-04-08,Sun,33,Away,D 1–1,West Ham,Chelsea,Y,AM,84,0,0,0,0,0,0,0,0,40,1,0,1,0.0,0.0,0.0,0,0,27,37,3,21,2,1,0,434,65,13,13,9,14,3,7,0.0,0,1,0,0,30,7,4,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,2,5,23,13,0,134.0,76.0,1,0,1,2,27,3,31,0,0,0,10,0,0,27,8.0,0,0,0,0,1,0.9,18840,1.0,0,2018-04-08 15:30:00+00:00,08 Apr 16:30,0,0,84,0,0,0,0,6,33,0,7189,3,1,0,0.0,2,2033,2547,514,60,0,2018-04-08
7,2018-04-16,Mon,34,Home,D 1–1,West Ham,Stoke City,Y,AM,85,0,0,0,0,3,0,0,0,60,2,0,0,0.1,0.1,0.1,7,0,38,50,7,39,3,4,4,511,142,23,27,14,16,1,4,0.1,2,2,4,0,43,6,1,0,0,4,0,5,1,2,1,2,0,2,0,0,0,0,0,0,0,1,1,0,1,1,3,2,0,0,0,0,0,2,19,39,6,247.0,67.0,0,2,4,2,48,4,45,0,0,0,13,0,0,38,27.2,4,0,0,0,2,7.3,19709,9.2,2,2018-04-16 19:00:00+00:00,16 Apr 20:00,0,0,85,0,0,0,0,6,34,0,7840,2,0,1,37.0,2,558,1510,952,60,0,2018-04-16
8,2018-04-22,Sun,35,Away,L 1–4,West Ham,Arsenal,Y,AM,59,0,0,0,0,1,1,0,0,27,0,0,0,0.1,0.1,0.3,2,0,17,23,0,19,1,1,1,314,71,9,11,5,7,3,4,0.1,1,1,0,0,19,4,0,1,0,4,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,15,9,0,85.0,21.0,1,0,3,0,20,2,19,0,0,0,4,0,0,15,26.1,1,0,0,0,1,3.5,20127,1.6,1,2018-04-22 12:30:00+00:00,22 Apr 13:30,0,0,59,0,0,0,0,2,35,0,8210,0,0,0,7.0,1,240,904,664,60,0,2018-04-22
9,2018-04-29,Sun,36,Home,L 1–4,West Ham,Manchester City,N,AM,26,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,0,0,6,9,0,11,2,0,0,91,2,4,4,2,3,0,1,0.0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,4,6,2,101.0,31.0,1,0,2,0,9,0,8,0,0,0,3,0,1,6,4.8,0,0,0,0,0,1.2,20765,3.2,0,2018-04-29 13:15:00+00:00,29 Apr 14:15,0,0,25,0,0,0,0,2,36,0,7570,0,0,0,4.0,1,-584,285,869,60,0,2018-04-29
