,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,own_goals,penalties_conceded,recoveries,round,saves,selected,tackled,tackles,target_missed,threat,total_points,transfers_balance,transfers_in,transfers_out,value,winning_goals,kickoff_date
0,2018-08-10,Fri,1,Away,L 1–2,Leicester City,Manchester Utd,Y,DM,79,0,0,0,0,0,0,0,0,85,2,1,1,0.0,0.0,0.0,1,0,66,77,10,64,0,0,0,1124,310,34,38,22,25,8,9,0.0,0,7,1,0,73,4,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,2,0,1,0,0,1,8,62,15,0,219.0,100.0,3,0,3,2,66,1,76,0,0,0,13,0,1,65,6.2,0,0,0,0,0,1.7,231,10.8,0,2018-08-10 19:00:00+00:00,10 Aug 20:00,0,0,79,0,0,0,0,5,1,0,10282,2,2,0,0.0,2,0,0,0,50,0,2018-08-10
1,2018-08-18,Sat,2,Home,W 2–0,Leicester City,Wolves,N,CM,9,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,1,3,0,1,1,41,20,3,3,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,6.0,2.0,0,0,0,1,4,0,3,0,0,0,3,0,1,3,0.1,1,0,0,0,0,0.4,756,3.4,0,2018-08-18 14:00:00+00:00,18 Aug 15:00,0,0,8,0,0,0,0,0,2,0,15602,1,0,0,0.0,1,84,1446,1362,50,0,2018-08-18
2,2018-01-01,Mon,22,Home,W 3–0,Leicester City,Huddersfield,N,CM,5,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,6,6,1,5,0,0,0,86,30,5,5,1,1,0,0,0.0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,2,0,16.0,3.0,0,0,0,0,5,0,6,0,0,0,5,0,0,6,0.6,0,0,0,0,0,0.3,12363,2.6,0,2018-01-01 15:00:00+00:00,01 Jan 15:00,0,0,4,0,0,0,0,1,22,0,0,0,1,0,0.0,1,0,0,0,60,0,2018-01-01
3,2018-01-20,Sat,24,Home,W 2–0,Leicester City,Watford,N,CM,2,0,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.2,1,1,2,2,1,2,1,0,0,21,9,2,2,0,0,0,0,0.0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17.0,17.0,0,0,1,0,2,0,2,0,0,0,13,0,0,2,10.1,0,0,0,0,0,2.7,13552,17.2,1,2018-01-20 15:00:00+00:00,20 Jan 15:00,0,0,1,0,0,0,0,1,24,0,1258,0,0,0,0.0,4,-5,368,373,60,0,2018-01-20
4,2018-02-03,Sat,26,Home,D 1–1,Leicester City,Swansea City,Y,CM,67,0,0,0,0,0,0,0,0,48,2,1,1,0.0,0.0,0.0,0,0,38,44,5,21,2,1,1,721,156,12,14,23,23,3,4,0.0,0,8,0,0,42,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,4,0,1,0,0,0,7,35,6,0,145.0,84.0,0,0,1,1,35,1,45,0,0,0,15,0,1,39,9.3,1,0,0,0,0,1.8,14768,8.4,0,2018-02-03 15:00:00+00:00,03 Feb 15:00,0,0,67,0,0,0,0,6,26,0,2281,2,2,0,0.0,2,74,583,509,60,0,2018-02-03
5,2018-02-10,Sat,27,Away,L 1–5,Leicester City,Manchester City,Y,"CM,FW",45,0,0,0,0,0,0,0,0,25,2,1,0,0.0,0.0,0.0,0,0,15,20,1,10,0,1,0,192,98,7,9,7,8,0,0,0.0,0,2,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,6,17,2,0,66.0,17.0,0,0,2,1,16,1,21,0,0,0,1,0,0,15,0.5,0,0,0,0,0,0.7,15393,6.0,0,2018-02-10 17:30:00+00:00,10 Feb 17:30,0,0,45,0,0,0,0,1,27,0,2066,2,0,0,0.0,1,-315,300,615,60,0,2018-02-10
6,2018-03-03,Sat,29,Home,D 1–1,Leicester City,Bournemouth,Y,"LM,CM",58,0,0,0,0,1,0,1,0,45,0,2,0,0.0,0.0,0.0,2,0,26,38,2,25,0,0,0,363,115,12,16,9,12,1,1,0.0,0,0,0,0,37,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,28,12,1,61.0,25.0,0,0,4,1,35,2,37,0,0,0,2,0,1,26,6.2,0,0,0,0,1,1.0,16650,1.0,0,2018-03-03 15:00:00+00:00,03 Mar 15:00,0,0,58,0,0,0,0,1,29,0,2149,0,1,1,3.0,0,-210,144,354,60,0,2018-03-03
7,2018-04-07,Sat,33,Home,L 1–2,Leicester City,Newcastle Utd,Y,DM,90,0,0,0,0,1,0,0,0,70,2,3,3,0.0,0.0,0.0,3,0,50,59,17,37,1,0,0,946,326,14,16,29,31,6,8,0.0,0,10,1,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,3,0,0,0,8,41,22,0,191.0,92.0,1,0,2,0,47,2,60,0,0,0,18,0,2,51,6.7,0,0,0,0,1,3.0,18821,15.2,0,2018-04-07 14:00:00+00:00,07 Apr 15:00,0,0,90,0,0,0,0,12,33,0,1912,0,2,0,8.0,2,-28,83,111,60,0,2018-04-07
8,2018-04-14,Sat,34,Away,L 1–2,Leicester City,Burnley,Y,CM,90,0,0,0,0,2,0,0,0,75,1,0,1,0.1,0.1,0.5,4,0,50,69,2,40,2,3,2,749,299,28,37,12,16,6,11,0.3,3,6,2,0,68,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,11,49,16,0,194.0,75.0,0,0,0,1,55,2,64,1,0,0,17,0,2,47,36.6,2,0,0,0,2,6.4,19683,18.8,3,2018-04-14 14:00:00+00:00,14 Apr 15:00,0,0,90,0,0,0,0,8,34,0,2261,1,1,1,9.0,2,246,350,104,60,0,2018-04-14
9,2018-04-19,Thu,35,Home,D 0–0,Leicester City,Southampton,Y,CM,89,0,0,0,0,2,0,0,0,67,1,0,3,0.1,0.1,0.0,0,0,45,54,4,33,0,0,0,727,165,21,24,14,18,6,7,0.0,0,6,0,0,52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,0,3,0,0,0,5,45,17,1,125.0,70.0,3,0,2,3,45,2,53,0,0,0,7,1,1,44,5.1,0,0,0,0,0,2.2,19684,4.8,0,2018-04-19 18:45:00+00:00,19 Apr 19:45,0,0,90,0,0,0,0,5,34,0,2261,3,0,1,12.0,3,246,350,104,60,0,2018-04-19
