,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
0,2023-08-12,15:00 ,1,Sat,Away,W,1,0,Sheffield Utd,1.9,0.5,68,"31,194",Joel Ward,4-2-3-1,3-4-3,John Brooks
1,2023-08-21,20:00 ,2,Mon,Home,L,0,1,Arsenal,1.0,2.0,47,"24,189",Joel Ward,4-2-3-1,4-3-3,David Coote
2,2023-08-26,15:00 ,3,Sat,Away,D,1,1,Brentford,0.8,1.0,40,"16,997",Joel Ward,4-2-3-1,4-3-3,Peter Bankes
3,2023-09-03,14:00 ,4,Sun,Home,W,3,2,Wolves,2.1,1.2,43,"24,741",Joel Ward,4-3-3,4-4-2,Robert Jones
4,2023-09-16,15:00 ,5,Sat,Away,L,1,3,Aston Villa,1.2,3.0,34,"40,809",Joel Ward,4-4-1-1,4-2-3-1,Darren England
5,2023-09-23,15:00 ,6,Sat,Home,D,0,0,Fulham,0.3,0.6,51,"25,072",Joel Ward,4-2-3-1,4-3-3,Paul Tierney
6,2023-09-30,15:00 ,7,Sat,Away,W,1,0,Manchester Utd,0.9,1.3,23,"73,428",Joel Ward,4-3-3,4-2-3-1,Chris Kavanagh
7,2023-10-07,17:30 ,8,Sat,Home,D,0,0,Nott'ham Forest,0.8,1.0,52,"25,017",Marc Guéhi,4-3-3,4-3-3,Craig Pawson
8,2023-10-21,15:00 ,9,Sat,Away,L,0,4,Newcastle Utd,1.2,2.4,41,"52,189",Joel Ward,4-3-3,4-3-3,Tim Robinson
9,2023-10-27,20:00 ,10,Fri,Home,L,1,2,Tottenham,0.6,1.1,25,"25,074",Joel Ward,4-2-3-1,4-2-3-1,Andy Madley
10,2023-11-04,15:00 ,11,Sat,Away,W,2,0,Burnley,1.3,1.1,33,"21,578",Joel Ward,4-2-3-1,4-4-2,Peter Bankes
11,2023-11-11,15:00 ,12,Sat,Home,L,2,3,Everton,2.2,1.5,67,"25,103",Joel Ward,4-2-3-1,4-4-1-1,Samuel Barrott
12,2023-11-25,15:00 ,13,Sat,Away,L,1,2,Luton Town,1.6,0.9,61,"11,029",Joel Ward,4-2-3-1,3-4-3,Jarred Gillett
13,2023-12-03,14:00 ,14,Sun,Away,D,1,1,West Ham,0.9,1.1,45,"62,414",Joel Ward,4-3-3,4-2-3-1,Michael Oliver
14,2023-12-06,19:30 ,15,Wed,Home,L,0,2,Bournemouth,1.0,1.8,59,"25,078",Joel Ward,4-2-3-1,4-2-3-1,Craig Pawson
15,2023-12-09,12:30 ,16,Sat,Home,L,1,2,Liverpool,1.7,1.2,24,"25,103",Joel Ward,4-3-3,4-3-3,Andy Madley
16,2023-12-16,15:00 ,17,Sat,Away,D,2,2,Manchester City,1.8,1.6,26,"53,248",Joel Ward,5-4-1,4-2-3-1,Paul Tierney
17,2023-12-21,20:00 ,18,Thu,Home,D,1,1,Brighton,1.3,1.2,35,"24,171",Marc Guéhi,4-3-3,4-2-3-1,John Brooks
18,2023-12-27,19:30 ,19,Wed,Away,L,1,2,Chelsea,1.1,2.6,37,"39,618",Marc Guéhi,4-3-3,4-2-3-1,Michael Salisbury
19,2023-12-30,15:00 ,20,Sat,Home,W,3,1,Brentford,1.0,1.4,46,"25,472",Marc Guéhi,4-3-3,3-5-2,Robert Jones
20,2024-01-20,12:30 ,21,Sat,Away,L,0,5,Arsenal,0.3,3.3,40,"60,284",Marc Guéhi,3-4-3,4-3-3,Paul Tierney
21,2024-01-30,20:00 ,22,Tue,Home,W,3,2,Sheffield Utd,1.1,0.8,53,"24,781",Marc Guéhi,4-3-3,4-1-4-1,Tony Harrington
