,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
168,2019-12-15,16:30 ,17,Sun,Away,W,3,0,Arsenal,1.3,0.5,57,"60,031",Fernandinho,4-2-3-1,4-2-3-1,Paul Tierney
169,2019-12-21,17:30 ,18,Sat,Home,W,3,1,Leicester City,3.3,1.1,62,"54,415",Fernandinho,4-2-3-1,4-1-4-1,Mike Dean
170,2019-12-27,19:45 ,19,Fri,Away,L,2,3,Wolves,1.5,2.6,38,"31,737",Fernandinho,4-2-3-1,3-4-3,Martin Atkinson
171,2019-12-29,18:00 ,20,Sun,Home,W,2,0,Sheffield Utd,1.1,1.1,72,"54,512",Fernandinho,4-3-3,3-5-2,Chris Kavanagh
172,2020-01-01,17:30 ,21,Wed,Home,W,2,1,Everton,1.5,1.0,65,"54,407",Fernandinho,3-4-3,3-5-2,Andre Marriner
173,2020-01-12,16:30 ,22,Sun,Away,W,6,1,Aston Villa,2.8,1.1,70,"41,823",David Silva,4-3-3,5-3-2,Jonathan Moss
174,2020-01-18,15:00 ,23,Sat,Home,D,2,2,Crystal Palace,2.6,0.4,72,"54,439",David Silva,4-3-3,4-5-1,Graham Scott
175,2020-01-21,19:30 ,24,Tue,Away,W,1,0,Sheffield Utd,2.8,0.8,66,"31,285",Fernandinho,3-4-3,3-5-2,Lee Mason
176,2020-02-02,16:30 ,25,Sun,Away,L,0,2,Tottenham,2.4,0.3,67,"61,022",Fernandinho,4-3-3,4-2-3-1,Mike Dean
177,2020-02-19,19:30 ,26,Wed,Home,W,2,0,West Ham,2.1,0.1,77,"52,159",David Silva,4-3-3,5-3-2,Kevin Friend
178,2020-02-22,17:30 ,27,Sat,Away,W,1,0,Leicester City,2.4,0.8,67,"32,068",Fernandinho,4-3-3,3-5-2,Paul Tierney
179,2020-03-08,16:30 ,29,Sun,Away,L,0,2,Manchester Utd,0.6,1.6,72,"73,288",Fernandinho,4-3-3,3-4-1-2,Mike Dean
180,2020-06-17,20:15 ,28,Wed,Home,W,3,0,Arsenal,2.6,0.3,67,,David Silva,4-3-3,4-3-2-1,Anthony Taylor
181,2020-06-22,20:00 ,30,Mon,Home,W,5,0,Burnley,2.4,0.0,71,,David Silva,4-3-3,4-4-2,Andre Marriner
182,2020-06-25,20:15 ,31,Thu,Away,L,1,2,Chelsea,0.8,3.2,65,,Fernandinho,4-3-3,4-3-3,Stuart Attwell
183,2020-07-02,20:15 ,32,Thu,Home,W,4,0,Liverpool,2.4,1.1,47,,Kevin De Bruyne,4-2-3-1,4-3-3,Anthony Taylor
184,2020-07-05,19:00 ,33,Sun,Away,L,0,1,Southampton,3.2,0.6,73,,David Silva,4-3-3,4-4-2,Andre Marriner
185,2020-07-08,18:00 ,34,Wed,Home,W,5,0,Newcastle Utd,2.8,0.3,73,,David Silva,4-3-3,4-4-1-1,Andy Madley
