,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
0,2022-08-06,15:00 ,1,Sat,Away,L,1,4,Tottenham,0.5,1.5,42,"61,732",James Ward-Prowse,5-3-2,3-4-3,Andre Marriner
1,2022-08-13,15:00 ,2,Sat,Home,D,2,2,Leeds United,1.2,1.8,43,"30,815",James Ward-Prowse,3-4-3,4-2-3-1,Tony Harrington
2,2022-08-20,15:00 ,3,Sat,Away,W,2,1,Leicester City,0.9,0.3,38,"30,850",James Ward-Prowse,4-2-3-1,4-1-4-1,Michael Salisbury
3,2022-08-27,12:30 ,4,Sat,Home,L,0,1,Manchester Utd,1.4,1.1,49,"31,196",James Ward-Prowse,4-2-3-1,4-2-3-1,Andy Madley
4,2022-08-30,19:45 ,5,Tue,Home,W,2,1,Chelsea,1.1,1.1,33,"31,542",James Ward-Prowse,4-2-3-1,4-2-2-2,Michael Oliver
5,2022-09-03,15:00 ,6,Sat,Away,L,0,1,Wolves,1.2,0.8,49,"30,546",James Ward-Prowse,4-2-3-1,4-3-3,John Brooks
6,2022-09-16,20:00 ,8,Fri,Away,L,0,1,Aston Villa,0.3,1.5,47,"40,758",James Ward-Prowse,4-2-3-1,4-3-2-1,Tony Harrington
7,2022-10-01,15:00 ,9,Sat,Home,L,1,2,Everton,1.7,2.0,55,"30,510",James Ward-Prowse,4-4-2,4-3-3,Andre Marriner
8,2022-10-08,15:00 ,10,Sat,Away,L,0,4,Manchester City,0.2,2.4,35,"53,365",James Ward-Prowse,4-4-2,4-2-3-1,Andy Madley
9,2022-10-16,14:00 ,11,Sun,Home,D,1,1,West Ham,0.5,1.7,39,"29,159",James Ward-Prowse,4-3-3,3-4-3,Peter Bankes
10,2022-10-19,19:30 ,12,Wed,Away,W,1,0,Bournemouth,1.0,1.0,46,"10,405",James Ward-Prowse,4-4-2,3-4-3,John Brooks
11,2022-10-23,14:00 ,13,Sun,Home,D,1,1,Arsenal,0.7,1.0,41,"31,145",James Ward-Prowse,4-4-2,4-3-3,Robert Jones
12,2022-10-29,15:00 ,14,Sat,Away,L,0,1,Crystal Palace,1.3,0.9,56,"25,130",James Ward-Prowse,3-5-2,4-3-3,Michael Salisbury
13,2022-11-06,14:00 ,15,Sun,Home,L,1,4,Newcastle Utd,1.7,0.9,55,"30,402",James Ward-Prowse,4-2-3-1,4-3-3,Stuart Attwell
14,2022-11-12,15:00 ,16,Sat,Away,L,1,3,Liverpool,1.1,1.9,40,"53,331",James Ward-Prowse,5-3-2,4-3-3,Simon Hooper
15,2022-12-26,15:00 ,17,Mon,Home,L,1,3,Brighton,1.9,0.6,34,"31,010",James Ward-Prowse,4-2-3-1,4-2-3-1,Robert Jones
16,2022-12-31,15:00 ,18,Sat,Away,L,1,2,Fulham,0.8,1.5,38,"24,344",James Ward-Prowse,3-4-3,4-2-3-1,Graham Scott
17,2023-01-04,19:30 ,19,Wed,Home,L,0,1,Nott'ham Forest,0.5,1.4,63,"30,150",James Ward-Prowse,3-1-4-2,4-3-1-2,Thomas Bramall
18,2023-01-14,15:00 ,20,Sat,Away,W,2,1,Everton,1.2,1.4,48,"39,305",James Ward-Prowse,4-2-3-1,3-4-3,John Brooks
19,2023-01-21,15:00 ,21,Sat,Home,L,0,1,Aston Villa,0.6,1.4,37,"30,158",James Ward-Prowse,4-2-3-1,4-4-2,Michael Salisbury
20,2023-02-04,15:00 ,22,Sat,Away,L,0,3,Brentford,0.7,2.0,51,"17,051",James Ward-Prowse,4-2-3-1,4-3-3,Darren Bond
21,2023-02-11,15:00 ,23,Sat,Home,L,1,2,Wolves,1.1,0.8,41,"29,751",James Ward-Prowse,5-3-2,4-2-3-1,Jarred Gillett
22,2023-02-18,15:00 ,24,Sat,Away,W,1,0,Chelsea,0.6,1.6,38,"40,152",James Ward-Prowse,4-4-2,4-2-3-1,David Coote
23,2023-02-25,15:00 ,25,Sat,Away,L,0,1,Leeds United,0.4,0.9,39,"36,641",James Ward-Prowse,4-4-2,4-2-3-1,Peter Bankes
24,2023-03-04,17:30 ,26,Sat,Home,W,1,0,Leicester City,1.4,1.9,35,"30,139",James Ward-Prowse,4-2-3-1,4-2-3-1,Robert Jones
25,2023-03-12,14:00 ,27,Sun,Away,D,0,0,Manchester Utd,1.0,0.8,53,"73,439",James Ward-Prowse,4-2-3-1,4-1-4-1,Anthony Taylor
26,2023-03-15,19:30 ,7,Wed,Home,L,0,2,Brentford,0.5,1.9,66,"30,438",James Ward-Prowse,4-2-3-1,4-3-3,Michael Salisbury
27,2023-03-18,15:00 ,28,Sat,Home,D,3,3,Tottenham,2.4,2.3,51,"30,157",James Ward-Prowse,4-4-2,3-4-3,Simon Hooper
