,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
16,2021-12-14,19:45 ,17,Tue,Home,L,0,2,Aston Villa,0.5,2.0,50,"26,836",Ben Gibson,4-3-3,4-3-3,David Coote
17,2021-12-26,15:00 ,19,Sun,Home,L,0,5,Arsenal,0.1,2.5,36,"26,940",Ben Gibson,4-2-3-1,4-2-3-1,Graham Scott
18,2021-12-28,15:00 ,20,Tue,Away,L,0,3,Crystal Palace,0.9,1.9,49,"24,433",Ben Gibson,4-2-3-1,4-3-3,Paul Tierney
19,2022-01-12,19:45 ,18,Wed,Away,L,0,2,West Ham,0.3,2.5,38,"59,775",Grant Hanley,4-2-3-1,4-2-3-1,Simon Hooper
20,2022-01-15,15:00 ,22,Sat,Home,W,2,1,Everton,1.0,0.6,41,"26,629",Grant Hanley,4-4-2,4-4-2,Andy Madley
21,2022-01-21,20:00 ,23,Fri,Away,W,3,0,Watford,1.1,1.2,33,"20,782",Grant Hanley,4-4-2,4-3-3,Mike Dean
22,2022-02-09,19:45 ,24,Wed,Home,D,1,1,Crystal Palace,0.4,1.3,30,"26,652",Grant Hanley,4-4-2,4-3-3,Paul Tierney
23,2022-02-12,17:30 ,25,Sat,Home,L,0,4,Manchester City,0.4,4.6,29,"27,010",Grant Hanley,4-3-3,4-3-3,Andre Marriner
24,2022-02-19,15:00 ,26,Sat,Away,L,1,3,Liverpool,0.6,3.6,31,"53,135",Grant Hanley,4-3-3,4-3-3,Mike Dean
25,2022-02-25,20:00 ,27,Fri,Away,L,0,2,Southampton,0.6,2.6,42,"31,182",Grant Hanley,4-1-4-1,4-4-2,Simon Hooper
26,2022-03-05,15:00 ,28,Sat,Home,L,1,3,Brentford,1.0,2.0,60,"26,887",Grant Hanley,4-2-3-1,4-5-1,Anthony Taylor
27,2022-03-10,19:30 ,30,Thu,Home,L,1,3,Chelsea,1.0,1.8,34,"26,684",Grant Hanley,5-3-2,3-4-3,Martin Atkinson
28,2022-03-13,14:00 ,29,Sun,Away,L,1,2,Leeds United,1.5,2.5,48,"36,321",Ben Gibson,4-3-3,4-2-3-1,Stuart Attwell
29,2022-04-02,15:00 ,31,Sat,Away,D,0,0,Brighton,0.4,2.8,37,"31,245",Grant Hanley,4-1-2-1-2◆,3-4-1-2,Simon Hooper
30,2022-04-10,14:00 ,32,Sun,Home,W,2,0,Burnley,1.7,1.7,45,"26,361",Grant Hanley,4-2-3-1,4-4-2,Michael Oliver
31,2022-04-16,15:00 ,33,Sat,Away,L,2,3,Manchester Utd,1.5,1.9,39,"73,381",Grant Hanley,4-2-3-1,4-3-3,Andy Madley
32,2022-04-23,15:00 ,34,Sat,Home,L,0,3,Newcastle Utd,0.6,1.9,46,"26,910",Grant Hanley,4-2-3-1,4-3-3,Chris Kavanagh
33,2022-04-30,15:00 ,35,Sat,Away,L,0,2,Aston Villa,0.5,1.8,55,"40,290",Grant Hanley,4-2-3-1,4-1-4-1,John Brooks
34,2022-05-08,14:00 ,36,Sun,Home,L,0,4,West Ham,0.8,3.0,37,"26,428",Grant Hanley,4-2-3-1,4-2-3-1,Robert Jones
35,2022-05-11,19:45 ,21,Wed,Away,L,0,3,Leicester City,1.1,2.0,35,"38,092",Grant Hanley,4-1-4-1,4-2-3-1,Simon Hooper
36,2022-05-15,14:00 ,37,Sun,Away,D,1,1,Wolves,1.1,0.9,36,"31,219",Grant Hanley,3-4-3,3-4-3,Tony Harrington
37,2022-05-22,16:00 ,38,Sun,Home,L,0,5,Tottenham,0.5,3.4,41,"27,022",Grant Hanley,5-4-1,3-4-3,Chris Kavanagh
38,2019-08-09,20:00 ,1,Fri,Away,L,1,4,Liverpool,0.9,1.8,43,"53,333",Grant Hanley,4-2-3-1,4-3-3,Michael Oliver
39,2019-08-17,15:00 ,2,Sat,Home,W,3,1,Newcastle Utd,1.7,0.9,63,"27,059",Grant Hanley,4-2-3-1,3-5-2,Stuart Attwell
40,2019-08-24,12:30 ,3,Sat,Home,L,2,3,Chelsea,1.1,1.5,46,"27,032",Grant Hanley,4-2-3-1,4-3-3,Martin Atkinson
41,2019-08-31,15:00 ,4,Sat,Away,L,0,2,West Ham,1.4,2.0,52,"59,950",Christoph Zimmermann,4-2-3-1,4-1-4-1,Paul Tierney
42,2019-09-14,17:30 ,5,Sat,Home,W,3,2,Manchester City,1.5,2.3,32,"27,035",Alexander Tettey,4-2-3-1,4-2-3-1,Kevin Friend
43,2019-09-21,15:00 ,6,Sat,Away,L,0,2,Burnley,0.8,2.0,58,"19,712",Alexander Tettey,4-2-3-1,4-4-2,David Coote
44,2019-09-28,15:00 ,7,Sat,Away,L,0,2,Crystal Palace,0.7,1.5,55,"25,477",Ben Godfrey,4-2-3-1,4-5-1,Jonathan Moss
45,2019-10-05,15:00 ,8,Sat,Home,L,1,5,Aston Villa,2.6,3.0,57,"27,045",Ben Godfrey,4-2-3-1,4-3-3,Andy Madley
46,2019-10-19,15:00 ,9,Sat,Away,D,0,0,Bournemouth,0.4,0.7,52,"10,669",Alexander Tettey,4-1-4-1,4-4-2,Lee Mason
47,2019-10-27,16:30 ,10,Sun,Home,L,1,3,Manchester Utd,1.0,4.2,46,"27,108",Alexander Tettey,4-1-4-1,4-2-3-1,Stuart Attwell
48,2019-11-02,15:00 ,11,Sat,Away,L,0,2,Brighton,0.4,2.7,42,"30,539",Alexander Tettey,4-2-3-1,4-4-2,Kevin Friend
49,2019-11-08,20:00 ,12,Fri,Home,L,0,2,Watford,0.7,1.3,66,"27,074",Alexander Tettey,4-2-3-1,5-3-2,Andre Marriner
50,2019-11-23,15:00 ,13,Sat,Away,W,2,0,Everton,1.7,0.9,43,"39,241",Alexander Tettey,4-2-3-1,4-2-3-1,Anthony Taylor
51,2019-12-01,14:00 ,14,Sun,Home,D,2,2,Arsenal,0.8,1.9,40,"27,067",Christoph Zimmermann,4-2-3-1,4-2-3-1,Paul Tierney
52,2019-12-04,19:30 ,15,Wed,Away,L,1,2,Southampton,0.9,1.7,60,"27,019",Christoph Zimmermann,4-2-3-1,4-4-2,Kevin Friend
53,2019-12-08,14:00 ,16,Sun,Home,L,1,2,Sheffield Utd,0.7,0.8,58,"26,881",Alexander Tettey,4-2-3-1,3-5-2,Simon Hooper
54,2019-12-14,15:00 ,17,Sat,Away,D,1,1,Leicester City,1.1,1.1,43,"32,101",Alexander Tettey,4-2-3-1,4-1-2-1-2,Andy Madley
55,2019-12-21,15:00 ,18,Sat,Home,L,1,2,Wolves,1.3,1.4,50,"27,053",Grant Hanley,4-2-3-1,3-4-3,Peter Bankes
56,2019-12-26,15:00 ,19,Thu,Away,L,0,1,Aston Villa,1.2,0.6,57,"41,289",Grant Hanley,4-2-3-1,4-2-3-1,Chris Kavanagh
57,2019-12-28,17:30 ,20,Sat,Home,D,2,2,Tottenham,0.2,1.9,42,"27,072",Grant Hanley,4-2-3-1,3-1-4-2,Kevin Friend
58,2020-01-01,17:30 ,21,Wed,Home,D,1,1,Crystal Palace,1.4,1.3,41,"27,021",Grant Hanley,4-2-3-1,4-5-1,Jonathan Moss
59,2020-01-11,15:00 ,22,Sat,Away,L,0,4,Manchester Utd,0.3,2.9,40,"73,271",Grant Hanley,4-2-3-1,4-2-3-1,Anthony Taylor
60,2020-01-18,15:00 ,23,Sat,Home,W,1,0,Bournemouth,1.8,0.7,65,"26,781",Alexander Tettey,4-2-3-1,4-3-3,Paul Tierney
61,2020-01-22,19:30 ,24,Wed,Away,L,1,2,Tottenham,1.5,2.1,49,"58,182",Grant Hanley,4-2-3-1,4-2-3-1,Chris Kavanagh
62,2020-02-01,15:00 ,25,Sat,Away,D,0,0,Newcastle Utd,2.2,1.0,56,"52,204",Grant Hanley,4-2-3-1,5-4-1,Martin Atkinson
63,2020-02-15,17:30 ,26,Sat,Home,L,0,1,Liverpool,0.3,2.0,37,"27,110",Grant Hanley,4-2-3-1,4-3-3,Stuart Attwell
64,2020-02-23,14:00 ,27,Sun,Away,L,0,3,Wolves,0.4,2.9,60,"31,046",Grant Hanley,4-2-3-1,3-5-2,Chris Kavanagh
65,2020-02-28,20:00 ,28,Fri,Home,W,1,0,Leicester City,0.6,1.3,43,"27,010",Grant Hanley,4-2-3-1,4-1-4-1,Craig Pawson
66,2020-03-07,15:00 ,29,Sat,Away,L,0,1,Sheffield Utd,2.4,0.9,58,"31,379",Grant Hanley,4-2-3-1,3-5-2,Simon Hooper
67,2020-06-19,18:00 ,30,Fri,Home,L,0,3,Southampton,0.6,1.7,54,,Timm Klose,4-4-2,4-4-2,Kevin Friend
68,2020-06-24,18:00 ,31,Wed,Home,L,0,1,Everton,0.4,0.8,47,,Alexander Tettey,4-2-3-1,4-4-2,Andy Madley
69,2020-07-01,18:00 ,32,Wed,Away,L,0,4,Arsenal,0.3,1.5,49,,Alexander Tettey,4-1-4-1,3-4-3,Peter Bankes
70,2020-07-04,12:30 ,33,Sat,Home,L,0,1,Brighton,0.6,1.0,58,,Alexander Tettey,4-2-3-1,4-2-2-2,Stuart Attwell
71,2020-07-07,18:00 ,34,Tue,Away,L,1,2,Watford,1.2,1.2,56,,Alexander Tettey,4-2-3-1,4-2-3-1,Anthony Taylor
72,2020-07-11,12:30 ,35,Sat,Home,L,0,4,West Ham,0.6,3.5,53,,Alexander Tettey,4-2-3-1,4-2-3-1,Kevin Friend
73,2020-07-14,20:15 ,36,Tue,Away,L,0,1,Chelsea,0.1,2.5,33,,Alexander Tettey,4-1-4-1,4-3-3,Jonathan Moss
74,2020-07-18,17:30 ,37,Sat,Home,L,0,2,Burnley,0.3,1.8,42,,Alexander Tettey,4-2-3-1,4-4-2,Kevin Friend
75,2020-07-26,16:00 ,38,Sun,Away,L,0,5,Manchester City,1.0,3.2,27,,Christoph Zimmermann,4-2-3-1,4-3-3,Craig Pawson
