,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
0,2017-08-12,15:00 ,1,Sat,Away,D,0,0,Southampton,0.3,2.0,40,"31,447",Leon Britton,4-3-1-2,4-2-3-1,Mike Jones
1,2017-08-19,12:30 ,2,Sat,Home,L,0,4,Manchester Utd,0.4,3.0,42,"20,862",Federico Fernández,3-1-4-2,4-2-3-1,Jonathan Moss
2,2017-08-26,15:00 ,3,Sat,Away,W,2,0,Crystal Palace,0.7,0.9,47,"23,477",Federico Fernández,3-5-2,3-5-2,Andre Marriner
3,2017-09-10,16:00 ,4,Sun,Home,L,0,1,Newcastle Utd,1.2,1.0,62,"20,872",Federico Fernández,4-3-1-2,4-2-3-1,Mike Jones
4,2017-09-16,17:30 ,5,Sat,Away,D,0,0,Tottenham,0.2,1.1,25,"65,366",Federico Fernández,3-5-2,3-5-1-1,Mike Dean
5,2017-09-23,15:00 ,6,Sat,Home,L,1,2,Watford,1.7,1.2,51,"20,372",Federico Fernández,3-5-2,4-2-3-1,Lee Mason
6,2017-09-30,15:00 ,7,Sat,Away,L,0,1,West Ham,0.2,0.7,56,"56,922",Federico Fernández,4-3-1-2,4-4-2,Roger East
7,2017-10-14,15:00 ,8,Sat,Home,W,2,0,Huddersfield,1.5,0.7,41,"20,657",Leon Britton,4-3-3,4-2-3-1,Paul Tierney
8,2017-10-21,15:00 ,9,Sat,Home,L,1,2,Leicester City,0.8,1.9,56,"20,521",Leon Britton,4-3-3,4-4-1-1,Michael Oliver
9,2017-10-28,15:00 ,10,Sat,Away,L,1,2,Arsenal,0.9,2.0,28,"59,493",Federico Fernández,3-5-2,3-4-3,Lee Mason
10,2017-11-04,15:00 ,11,Sat,Home,L,0,1,Brighton,1.3,0.9,56,"20,822",Federico Fernández,4-3-3,4-4-2,Mike Dean
11,2017-11-18,15:00 ,12,Sat,Away,L,0,2,Burnley,0.6,1.6,61,"18,895",Federico Fernández,4-3-3,4-4-1-1,Martin Atkinson
12,2017-11-25,15:00 ,13,Sat,Home,D,0,0,Bournemouth,0.9,0.4,49,"20,228",Wilfried Bony,4-1-2-1-2◆,4-4-1-1,Stuart Attwell
13,2017-11-29,19:45 ,14,Wed,Away,L,0,1,Chelsea,0.1,1.5,39,"41,365",Wilfried Bony,4-3-1-2,3-4-3,Niel Swarbrick
14,2017-12-02,15:00 ,15,Sat,Away,L,1,2,Stoke City,0.4,1.1,55,"28,261",Wilfried Bony,4-1-2-1-2◆,4-4-2,Craig Pawson
15,2017-12-09,15:00 ,16,Sat,Home,W,1,0,West Brom,1.5,0.3,54,"19,580",Wilfried Bony,4-3-3,4-4-2,Mike Dean
16,2017-12-13,19:45 ,17,Wed,Home,L,0,4,Manchester City,0.6,2.7,22,"20,870",Wilfried Bony,4-5-1,4-3-3,Anthony Taylor
17,2017-12-18,20:00 ,18,Mon,Away,L,1,3,Everton,0.8,2.0,49,"37,580",Federico Fernández,4-3-3,4-2-3-1,Jonathan Moss
18,2017-12-23,15:00 ,19,Sat,Home,D,1,1,Crystal Palace,0.5,1.3,64,"20,354",Federico Fernández,4-3-3,4-4-2,Craig Pawson
