,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
11,2018-11-10,12:30 ,12,Sat,Home,W,2,1,Brighton,2.1,0.5,60,"29,402",Sean Morrison,4-1-4-1,4-4-1-1,Martin Atkinson
12,2018-11-24,15:00 ,13,Sat,Away,L,0,1,Everton,1.0,2.1,30,"39,139",Sean Morrison,4-1-4-1,4-2-3-1,Paul Tierney
13,2018-11-30,20:00 ,14,Fri,Home,W,2,1,Wolves,1.0,0.8,48,"30,213",Sean Morrison,3-1-4-2,3-4-3,Andre Marriner
14,2018-12-04,19:45 ,15,Tue,Away,L,1,3,West Ham,2.1,1.7,40,"56,811",Sean Morrison,4-1-4-1,4-4-2,Graham Scott
15,2018-12-08,15:00 ,16,Sat,Home,W,1,0,Southampton,1.5,0.7,37,"30,067",Sean Morrison,4-1-4-1,4-3-2-1,Jonathan Moss
16,2018-12-15,15:00 ,17,Sat,Away,L,2,3,Watford,0.9,1.4,29,"20,032",Sean Morrison,4-1-4-1,4-2-2-2,Andy Madley
17,2018-12-22,17:30 ,18,Sat,Home,L,1,5,Manchester Utd,1.4,2.8,27,"33,028",Sean Morrison,4-1-4-1,4-3-3,Michael Oliver
18,2018-12-26,15:00 ,19,Wed,Away,D,0,0,Crystal Palace,0.9,2.1,38,"25,206",Sean Morrison,5-4-1,4-4-2,Lee Probert
19,2018-12-29,15:00 ,20,Sat,Away,W,1,0,Leicester City,0.6,1.8,38,"32,047",Sean Morrison,4-1-4-1,4-2-3-1,Simon Hooper
20,2019-01-01,17:30 ,21,Tue,Home,L,0,3,Tottenham,0.9,1.1,28,"32,485",Sean Morrison,4-1-4-1,4-1-2-1-2,Kevin Friend
21,2019-01-12,15:00 ,22,Sat,Home,D,0,0,Huddersfield,0.1,0.5,39,"30,725",Sean Morrison,4-1-4-1,4-3-2-1,Lee Mason
22,2019-01-19,15:00 ,23,Sat,Away,L,0,3,Newcastle Utd,0.3,2.0,46,"49,864",Sol Bamba,4-4-2,5-4-1,Stuart Attwell
23,2019-01-29,19:45 ,24,Tue,Away,L,1,2,Arsenal,0.8,2.6,30,"59,933",Sol Bamba,3-5-2,4-3-1-2,Mike Dean
24,2019-02-02,17:30 ,25,Sat,Home,W,2,0,Bournemouth,2.1,0.5,27,"31,939",Sol Bamba,4-1-4-1,4-4-1-1,Jonathan Moss
25,2019-02-09,15:00 ,26,Sat,Away,W,2,1,Southampton,0.8,1.5,34,"31,438",Sol Bamba,3-4-1-2,3-5-2,Martin Atkinson
26,2019-02-22,19:45 ,27,Fri,Home,L,1,5,Watford,2.0,2.1,37,"30,387",Sean Morrison,3-4-3,4-2-2-2,Simon Hooper
27,2019-02-26,19:45 ,28,Tue,Home,L,0,3,Everton,0.3,1.0,34,"31,849",Sean Morrison,4-4-1-1,4-2-3-1,Kevin Friend
28,2019-03-02,15:00 ,29,Sat,Away,L,0,2,Wolves,0.6,2.8,44,"31,309",Sean Morrison,4-1-2-1-2◆,3-5-2,Andre Marriner
29,2019-03-09,15:00 ,30,Sat,Home,W,2,0,West Ham,3.5,0.3,30,"32,458",Sean Morrison,4-2-3-1,4-1-4-1,Graham Scott
30,2019-03-31,14:05 ,32,Sun,Home,L,1,2,Chelsea,0.5,1.8,30,"32,657",Sean Morrison,4-2-3-1,4-3-3,Craig Pawson
31,2019-04-03,19:45 ,33,Wed,Away,L,0,2,Manchester City,0.1,3.2,21,"53,559",Sean Morrison,4-4-1-1,4-3-3,Jonathan Moss
32,2019-04-13,15:00 ,34,Sat,Away,L,0,2,Burnley,0.9,2.6,53,"21,480",Sean Morrison,4-2-3-1,4-4-2,Mike Dean
33,2019-04-16,19:45 ,31,Tue,Away,W,2,0,Brighton,0.9,0.6,36,"30,226",Sean Morrison,4-2-3-1,4-2-3-1,Andre Marriner
34,2019-04-21,16:00 ,35,Sun,Home,L,0,2,Liverpool,1.1,3.0,25,"33,082",Sean Morrison,4-1-4-1,4-3-3,Martin Atkinson
35,2019-04-27,15:00 ,36,Sat,Away,L,0,1,Fulham,1.1,0.5,29,"23,822",Sean Morrison,4-2-3-1,4-2-3-1,Chris Kavanagh
36,2019-05-04,17:30 ,37,Sat,Home,L,2,3,Crystal Palace,1.9,1.6,40,"32,133",Sean Morrison,4-4-1-1,4-4-2,Michael Oliver
37,2019-05-12,15:00 ,38,Sun,Away,W,2,0,Manchester Utd,1.6,1.5,27,"74,457",Sean Morrison,4-4-1-1,4-3-1-2,Jonathan Moss
