,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
11,2022-10-29,19:45 ,14,Sat,Away,W,2,1,Liverpool,1.8,1.7,32,"53,274",Liam Cooper,4-2-3-1,4-1-2-1-2,Michael Oliver
12,2022-11-05,15:00 ,15,Sat,Home,W,4,3,Bournemouth,2.2,1.5,60,"36,304",Liam Cooper,4-2-3-1,4-4-2,Tony Harrington
13,2022-11-12,15:00 ,16,Sat,Away,L,3,4,Tottenham,1.1,1.8,45,"61,667",Liam Cooper,4-2-3-1,3-4-3,Michael Salisbury
14,2022-12-28,20:00 ,17,Wed,Home,L,1,3,Manchester City,0.6,4.3,31,"36,889",Liam Cooper,4-3-3,4-3-3,Stuart Attwell
15,2022-12-31,15:00 ,18,Sat,Away,D,0,0,Newcastle Utd,0.4,2.2,40,"52,211",Liam Cooper,4-2-3-1,4-3-3,Simon Hooper
16,2023-01-04,19:45 ,19,Wed,Home,D,2,2,West Ham,1.6,1.4,62,"36,173",Liam Cooper,4-2-3-1,4-3-3,David Coote
17,2023-01-13,20:00 ,20,Fri,Away,L,1,2,Aston Villa,2.4,1.2,48,"42,008",Liam Cooper,4-2-3-1,4-4-2,Michael Oliver
18,2023-01-22,14:00 ,21,Sun,Home,D,0,0,Brentford,0.5,0.4,58,"36,260",Luke Ayling,4-2-3-1,3-5-2,Peter Bankes
19,2023-02-05,14:00 ,22,Sun,Away,L,0,1,Nott'ham Forest,0.9,0.4,70,"29,363",Liam Cooper,4-2-3-1,4-3-1-2,Robert Jones
20,2023-02-08,20:00 ,8,Wed,Away,D,2,2,Manchester Utd,0.6,2.0,34,"73,456",Luke Ayling,4-2-3-1,4-2-3-1,Simon Hooper
21,2023-02-12,14:00 ,23,Sun,Home,L,0,2,Manchester Utd,1.8,1.1,34,"36,919",Luke Ayling,4-2-3-1,4-2-3-1,Paul Tierney
22,2023-02-18,15:00 ,24,Sat,Away,L,0,1,Everton,0.5,1.4,49,"39,232",Luke Ayling,4-2-3-1,4-5-1,Andy Madley
23,2023-02-25,15:00 ,25,Sat,Home,W,1,0,Southampton,0.9,0.4,61,"36,641",Luke Ayling,4-2-3-1,4-4-2,Peter Bankes
24,2023-03-04,15:00 ,26,Sat,Away,L,0,1,Chelsea,1.0,1.5,43,"39,905",Luke Ayling,4-2-3-1,3-4-3,Michael Oliver
25,2023-03-11,15:00 ,27,Sat,Home,D,2,2,Brighton,0.9,2.7,38,"36,471",Luke Ayling,4-2-3-1,4-2-3-1,Paul Tierney
26,2023-03-18,15:00 ,28,Sat,Away,W,4,2,Wolves,1.6,2.7,35,"31,570",Luke Ayling,4-2-3-1,4-3-3,Michael Salisbury
27,2023-04-01,15:00 ,29,Sat,Away,L,1,4,Arsenal,0.7,3.8,34,"60,283",Luke Ayling,4-3-3,4-3-3,Darren England
28,2023-04-04,19:45 ,7,Tue,Home,W,2,1,Nott'ham Forest,1.8,0.8,61,"36,740",Luke Ayling,4-2-3-1,4-3-2-1,Robert Jones
29,2023-04-09,14:00 ,30,Sun,Home,L,1,5,Crystal Palace,0.9,3.0,48,"36,427",Luke Ayling,4-2-3-1,4-3-3,Simon Hooper
30,2023-04-17,20:00 ,31,Mon,Home,L,1,6,Liverpool,1.4,2.7,27,"36,657",Rodrigo,4-2-3-1,4-3-3,Craig Pawson
31,2023-04-22,12:30 ,32,Sat,Away,L,1,2,Fulham,0.8,1.7,50,"24,356",Liam Cooper,4-2-3-1,4-2-3-1,Peter Bankes
32,2023-04-25,20:00 ,33,Tue,Home,D,1,1,Leicester City,1.5,2.1,41,"36,666",Liam Cooper,4-2-3-1,4-2-3-1,Paul Tierney
33,2023-04-30,14:00 ,34,Sun,Away,L,1,4,Bournemouth,1.6,1.9,58,"10,434",Liam Cooper,3-4-3,4-2-3-1,Chris Kavanagh
34,2023-05-06,15:00 ,35,Sat,Away,L,1,2,Manchester City,0.2,2.6,20,"53,406",Luke Ayling,4-2-3-1,3-2-4-1,Andy Madley
35,2023-05-13,12:30 ,36,Sat,Home,D,2,2,Newcastle Utd,2.0,2.3,36,"36,955",Luke Ayling,4-3-3,4-3-3,Simon Hooper
36,2023-05-21,13:30 ,37,Sun,Away,L,1,3,West Ham,0.9,2.1,41,"62,478",Luke Ayling,4-3-3,4-2-3-1,Peter Bankes
37,2023-05-28,16:30 ,38,Sun,Home,L,1,4,Tottenham,1.5,2.2,52,"36,871",Liam Cooper,5-4-1,4-4-2,Anthony Taylor
38,2021-08-14,12:30 ,1,Sat,Away,L,1,5,Manchester Utd,0.5,1.5,51,"72,732",Liam Cooper,4-1-4-1,4-2-3-1,Paul Tierney
39,2021-08-21,15:00 ,2,Sat,Home,D,2,2,Everton,1.2,1.8,69,"36,293",Liam Cooper,3-3-3-1,4-4-1-1,Darren England
40,2021-08-29,14:00 ,3,Sun,Away,D,1,1,Burnley,1.2,1.0,64,"20,000",Liam Cooper,3-3-3-1,4-4-2,Michael Oliver
41,2021-09-12,16:30 ,4,Sun,Home,L,0,3,Liverpool,1.2,4.3,44,"36,507",Liam Cooper,4-1-4-1,4-3-3,Craig Pawson
42,2021-09-17,20:00 ,5,Fri,Away,D,1,1,Newcastle Utd,1.5,1.3,65,"50,407",Liam Cooper,4-1-4-1,5-4-1,Mike Dean
43,2021-09-25,15:00 ,6,Sat,Home,L,1,2,West Ham,1.2,1.6,53,"36,417",Liam Cooper,4-1-4-1,4-2-3-1,Kevin Friend
44,2021-10-02,15:00 ,7,Sat,Home,W,1,0,Watford,1.3,0.2,66,"36,261",Liam Cooper,4-1-4-1,4-2-3-1,Simon Hooper
45,2021-10-16,15:00 ,8,Sat,Away,L,0,1,Southampton,0.2,1.9,54,"30,506",Liam Cooper,3-3-3-1,4-4-2,David Coote
46,2021-10-23,15:00 ,9,Sat,Home,D,1,1,Wolves,1.6,0.9,62,"36,475",Liam Cooper,4-4-1-1,3-4-3,Robert Jones
47,2021-10-31,14:00 ,10,Sun,Away,W,2,1,Norwich City,0.7,0.8,52,"26,913",Liam Cooper,3-3-3-1,4-4-2,Anthony Taylor
48,2021-11-07,14:00 ,11,Sun,Home,D,1,1,Leicester City,1.3,0.7,56,"36,478",Liam Cooper,4-2-3-1,4-3-3,Darren England
49,2021-11-21,16:30 ,12,Sun,Away,L,1,2,Tottenham,1.4,2.1,57,"58,989",Liam Cooper,3-3-3-1,3-4-3,Andre Marriner
50,2021-11-27,17:30 ,13,Sat,Away,D,0,0,Brighton,0.6,2.1,43,"31,166",Liam Cooper,4-2-3-1,4-2-3-1,Craig Pawson
51,2021-11-30,20:15 ,14,Tue,Home,W,1,0,Crystal Palace,1.4,1.1,61,"35,558",Liam Cooper,4-1-4-1,4-3-3,Kevin Friend
52,2021-12-05,14:00 ,15,Sun,Home,D,2,2,Brentford,1.2,1.0,63,"35,639",Liam Cooper,3-4-3,3-5-2,David Coote
53,2021-12-11,15:00 ,16,Sat,Away,L,2,3,Chelsea,1.4,2.5,43,"39,959",Luke Ayling,4-3-1-2,3-4-3,Chris Kavanagh
54,2021-12-14,20:00 ,17,Tue,Away,L,0,7,Manchester City,0.3,3.1,37,"52,401",Luke Ayling,4-2-3-1,4-2-3-1,Paul Tierney
55,2021-12-18,17:30 ,18,Sat,Home,L,1,4,Arsenal,1.6,3.5,51,"36,166",Luke Ayling,4-2-3-1,4-2-3-1,Andre Marriner
56,2022-01-02,14:00 ,21,Sun,Home,W,3,1,Burnley,1.9,1.0,55,"36,083",Luke Ayling,3-4-3,4-4-2,Paul Tierney
57,2022-01-16,14:00 ,22,Sun,Away,W,3,2,West Ham,2.2,2.4,52,"59,951",Luke Ayling,4-1-4-1,4-2-3-1,Mike Dean
58,2022-01-22,15:00 ,23,Sat,Home,L,0,1,Newcastle Utd,0.7,0.9,62,"36,405",Luke Ayling,4-2-3-1,4-3-3,Chris Kavanagh
59,2022-02-09,20:00 ,24,Wed,Away,D,3,3,Aston Villa,1.8,1.6,60,"41,927",Luke Ayling,4-2-3-1,4-3-3,Jarred Gillett
60,2022-02-12,15:00 ,25,Sat,Away,L,0,3,Everton,0.3,2.7,58,"39,150",Luke Ayling,3-3-3-1,4-4-2,Graham Scott
61,2022-02-20,14:00 ,26,Sun,Home,L,2,4,Manchester Utd,1.8,2.2,54,"36,715",Luke Ayling,4-2-3-1,4-2-3-1,Paul Tierney
62,2022-02-23,19:45 ,19,Wed,Away,L,0,6,Liverpool,0.2,5.9,37,"53,018",Luke Ayling,4-1-4-1,4-3-3,Michael Oliver
63,2022-02-26,12:30 ,27,Sat,Home,L,0,4,Tottenham,1.5,1.9,50,"36,599",Luke Ayling,4-1-4-1,3-4-3,Craig Pawson
64,2022-03-05,12:30 ,28,Sat,Away,L,0,1,Leicester City,1.7,0.4,49,"32,236",Luke Ayling,4-2-3-1,4-3-3,David Coote
65,2022-03-10,19:45 ,20,Thu,Home,L,0,3,Aston Villa,0.2,1.5,51,"36,400",Luke Ayling,4-2-3-1,4-3-1-2,Simon Hooper
66,2022-03-13,14:00 ,29,Sun,Home,W,2,1,Norwich City,2.5,1.5,52,"36,321",Luke Ayling,4-2-3-1,4-3-3,Stuart Attwell
67,2022-03-18,20:00 ,30,Fri,Away,W,3,2,Wolves,2.0,1.2,52,"31,842",Luke Ayling,4-2-3-1,3-4-3,Kevin Friend
68,2022-04-02,15:00 ,31,Sat,Home,D,1,1,Southampton,1.2,1.4,56,"36,580",Liam Cooper,4-2-3-1,4-3-1-2,Anthony Taylor
69,2022-04-09,15:00 ,32,Sat,Away,W,3,0,Watford,0.7,1.1,51,"20,957",Liam Cooper,4-2-3-1,4-3-3,Andre Marriner
70,2022-04-25,20:00 ,34,Mon,Away,D,0,0,Crystal Palace,0.5,1.9,47,"25,357",Liam Cooper,4-2-3-1,4-3-3,Darren England
71,2022-04-30,17:30 ,35,Sat,Home,L,0,4,Manchester City,1.3,2.4,42,"35,771",Luke Ayling,5-4-1,4-2-3-1,Paul Tierney
72,2022-05-08,14:00 ,36,Sun,Away,L,1,2,Arsenal,0.3,2.0,36,"60,108",Luke Ayling,4-2-3-1,4-2-3-1,Chris Kavanagh
73,2022-05-11,19:30 ,33,Wed,Home,L,0,3,Chelsea,0.4,1.3,33,"36,549",Liam Cooper,5-4-1,3-4-3,Anthony Taylor
74,2022-05-15,14:00 ,37,Sun,Home,D,1,1,Brighton,1.6,2.2,50,"36,638",Liam Cooper,4-2-3-1,3-4-3,Mike Dean
75,2022-05-22,16:00 ,38,Sun,Away,W,2,1,Brentford,1.3,0.8,51,"16,957",Liam Cooper,4-4-1-1,4-3-3,Paul Tierney
76,2020-09-12,17:30 ,1,Sat,Away,L,3,4,Liverpool,0.3,2.7,51,,Luke Ayling,4-1-4-1,4-3-3,Michael Oliver
77,2020-09-19,15:00 ,2,Sat,Home,W,4,3,Fulham,1.4,1.7,51,,Liam Cooper,4-1-4-1,4-2-3-1,Anthony Taylor
78,2020-09-27,12:00 ,3,Sun,Away,W,1,0,Sheffield Utd,1.2,1.4,64,,Liam Cooper,3-1-4-2,3-5-2,Paul Tierney
79,2020-10-03,17:30 ,4,Sat,Home,D,1,1,Manchester City,2.4,1.2,51,,Liam Cooper,4-1-4-1,4-3-3,Mike Dean
80,2020-10-19,20:00 ,5,Mon,Home,L,0,1,Wolves,1.0,0.4,66,,Luke Ayling,4-1-4-1,3-5-2,David Coote
81,2020-10-23,20:00 ,6,Fri,Away,W,3,0,Aston Villa,2.7,1.4,59,,Luke Ayling,4-4-1-1,4-2-3-1,Paul Tierney
82,2020-11-02,20:00 ,7,Mon,Home,L,1,4,Leicester City,2.1,2.9,67,,Liam Cooper,4-1-4-1,3-4-3,Andre Marriner
83,2020-11-07,15:00 ,8,Sat,Away,L,1,4,Crystal Palace,0.8,0.9,64,,Liam Cooper,3-3-3-1,4-4-2,Chris Kavanagh
84,2020-11-22,16:30 ,9,Sun,Home,D,0,0,Arsenal,1.8,0.9,66,,Liam Cooper,4-1-4-1,4-2-3-1,Anthony Taylor
85,2020-11-28,17:30 ,10,Sat,Away,W,1,0,Everton,2.9,1.2,59,,Liam Cooper,4-4-1-1,3-4-3,Chris Kavanagh
86,2020-12-05,20:00 ,11,Sat,Away,L,1,3,Chelsea,0.8,4.1,54,"2,000",Liam Cooper,4-4-1-1,4-3-3,Kevin Friend
87,2020-12-11,20:00 ,12,Fri,Home,L,1,2,West Ham,1.6,1.3,63,,Liam Cooper,4-1-4-1,4-2-3-1,Michael Oliver
88,2020-12-16,18:00 ,13,Wed,Home,W,5,2,Newcastle Utd,2.7,1.5,68,,Liam Cooper,4-1-4-1,4-4-2,Simon Hooper
89,2020-12-20,16:30 ,14,Sun,Away,L,2,6,Manchester Utd,1.8,3.6,59,,Liam Cooper,4-1-4-1,4-2-3-1,Anthony Taylor
90,2020-12-27,12:00 ,15,Sun,Home,W,1,0,Burnley,1.9,1.5,51,,Luke Ayling,3-3-3-1,4-4-2,Robert Jones
91,2020-12-29,18:00 ,16,Tue,Away,W,5,0,West Brom,1.2,0.5,75,,Luke Ayling,4-1-4-1,4-1-4-1,Lee Mason
92,2021-01-02,12:30 ,17,Sat,Away,L,0,3,Tottenham,1.1,2.6,63,,Luke Ayling,4-1-4-1,4-2-3-1,David Coote
93,2021-01-16,15:00 ,19,Sat,Home,L,0,1,Brighton,0.3,1.4,66,,Liam Cooper,4-1-4-1,3-4-3,Kevin Friend
94,2021-01-26,18:00 ,20,Tue,Away,W,2,1,Newcastle Utd,0.7,1.4,58,,Liam Cooper,4-1-4-1,4-4-1-1,Anthony Taylor
95,2021-01-31,14:00 ,21,Sun,Away,W,3,1,Leicester City,2.1,1.8,49,,Liam Cooper,4-1-4-1,4-2-3-1,Chris Kavanagh
96,2021-02-03,19:30 ,22,Wed,Home,L,1,2,Everton,1.3,1.6,63,,Liam Cooper,4-1-4-1,4-2-3-1,Michael Oliver
97,2021-02-08,20:00 ,23,Mon,Home,W,2,0,Crystal Palace,1.9,0.4,67,,Liam Cooper,4-1-4-1,4-4-2,Andre Marriner
98,2021-02-14,16:30 ,24,Sun,Away,L,2,4,Arsenal,0.9,2.3,54,,Liam Cooper,4-1-4-1,4-2-3-1,Stuart Attwell
99,2021-02-19,20:00 ,25,Fri,Away,L,0,1,Wolves,1.7,0.6,58,,Liam Cooper,4-4-1-1,3-4-3,David Coote
100,2021-02-23,18:00 ,18,Tue,Home,W,3,0,Southampton,1.3,0.9,46,,Liam Cooper,3-3-3-1,4-4-2,Andre Marriner
101,2021-02-27,17:30 ,26,Sat,Home,L,0,1,Aston Villa,0.9,0.7,69,,Liam Cooper,4-1-4-1,4-3-3,Peter Bankes
102,2021-03-08,20:00 ,27,Mon,Away,L,0,2,West Ham,1.4,1.8,65,,Liam Cooper,4-1-4-1,4-2-3-1,Mike Dean
103,2021-03-13,12:30 ,28,Sat,Home,D,0,0,Chelsea,0.4,1.0,38,,Luke Ayling,4-1-4-1,4-2-3-1,Kevin Friend
104,2021-03-19,20:00 ,29,Fri,Away,W,2,1,Fulham,1.3,1.6,49,,Luke Ayling,4-1-4-1,4-2-3-1,David Coote
105,2021-04-03,15:00 ,30,Sat,Home,W,2,1,Sheffield Utd,2.4,1.1,54,,Liam Cooper,4-1-4-1,3-5-2,Graham Scott
106,2021-04-10,12:30 ,31,Sat,Away,W,2,1,Manchester City,0.1,2.1,29,,Liam Cooper,4-1-4-1,4-3-3,Andre Marriner
107,2021-04-19,20:00 ,32,Mon,Home,D,1,1,Liverpool,2.3,1.4,61,,Luke Ayling,4-1-4-1,4-3-3,Anthony Taylor
108,2021-04-25,14:00 ,33,Sun,Home,D,0,0,Manchester Utd,0.3,1.2,44,,Luke Ayling,4-1-4-1,4-2-3-1,Craig Pawson
109,2021-05-01,15:00 ,34,Sat,Away,L,0,2,Brighton,0.6,2.3,58,,Luke Ayling,4-1-4-1,3-4-1-2,Chris Kavanagh
110,2021-05-08,12:30 ,35,Sat,Home,W,3,1,Tottenham,2.5,0.9,53,,Luke Ayling,4-1-4-1,4-2-3-1,Michael Oliver
111,2021-05-15,12:30 ,36,Sat,Away,W,4,0,Burnley,1.5,1.3,52,,Luke Ayling,3-3-3-1,4-4-2,Graham Scott
112,2021-05-18,18:00 ,37,Tue,Away,W,2,0,Southampton,1.7,1.6,49,"8,000",Liam Cooper,3-3-3-1,4-4-2,Peter Bankes
113,2021-05-23,16:00 ,38,Sun,Home,W,3,1,West Brom,2.3,1.0,64,"8,000",Liam Cooper,3-4-3,5-3-2,David Coote
