,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
0,2020-09-13,14:00 ,1,Sun,Home,L,0,3,Leicester City,0.4,2.8,36,,Jake Livermore,5-4-1,4-1-4-1,Anthony Taylor
1,2020-09-19,12:30 ,2,Sat,Away,L,2,5,Everton,0.3,3.9,29,,Jake Livermore,5-4-1,4-3-3,Mike Dean
2,2020-09-26,17:30 ,3,Sat,Home,D,3,3,Chelsea,0.6,2.0,25,,Jake Livermore,5-4-1,4-2-3-1,Jonathan Moss
3,2020-10-04,12:00 ,4,Sun,Away,L,0,2,Southampton,0.2,1.2,38,,Jake Livermore,4-2-3-1,4-4-2,Chris Kavanagh
4,2020-10-19,17:30 ,5,Mon,Home,D,0,0,Burnley,0.8,1.1,57,,Jake Livermore,4-1-4-1,4-4-2,Anthony Taylor
5,2020-10-26,17:30 ,6,Mon,Away,D,1,1,Brighton,0.4,0.5,50,,Jake Livermore,4-1-4-1,3-4-3,Jonathan Moss
6,2020-11-02,17:30 ,7,Mon,Away,L,0,2,Fulham,0.5,1.5,53,,Jake Livermore,4-1-4-1,4-2-3-1,Simon Hooper
7,2020-11-08,12:00 ,8,Sun,Home,L,0,1,Tottenham,0.8,1.9,42,,Jake Livermore,5-3-2,4-2-3-1,Andy Madley
8,2020-11-21,20:00 ,9,Sat,Away,L,0,1,Manchester Utd,0.6,2.4,37,,Kyle Bartley,5-4-1,4-2-3-1,David Coote
9,2020-11-28,20:00 ,10,Sat,Home,W,1,0,Sheffield Utd,1.2,2.9,49,,Kyle Bartley,3-4-1-2,3-5-2,Mike Dean
10,2020-12-06,12:00 ,11,Sun,Home,L,1,5,Crystal Palace,0.7,1.6,50,,Kyle Bartley,3-4-1-2,4-4-2,Paul Tierney
11,2020-12-12,15:00 ,12,Sat,Away,L,1,2,Newcastle Utd,0.6,0.8,54,,Branislav Ivanović,3-5-2,4-4-2,Darren England
12,2020-12-15,20:00 ,13,Tue,Away,D,1,1,Manchester City,0.4,2.2,23,,Jake Livermore,4-1-4-1,4-2-3-1,Peter Bankes
13,2020-12-20,19:15 ,14,Sun,Home,L,0,3,Aston Villa,0.0,2.4,33,,Jake Livermore,4-1-4-1,4-2-3-1,Martin Atkinson
