,Date,Time,Matchweek,Day,Venue,Result,Goals Scored,Goals Conceded,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Opposition Formation,Referee
0,2023-08-13,14:00 ,1,Sun,Home,D,2,2,Tottenham,2.2,1.3,31,"17,066",Christian Nørgaard,5-3-2,4-2-3-1,Robert Jones
1,2023-08-19,15:00 ,2,Sat,Away,W,3,0,Fulham,3.7,0.5,45,"24,236",Christian Nørgaard,4-3-3,4-3-3,Darren Bond
2,2023-08-26,15:00 ,3,Sat,Home,D,1,1,Crystal Palace,1.0,0.8,60,"16,997",Christian Nørgaard,4-3-3,4-2-3-1,Peter Bankes
3,2023-09-02,15:00 ,4,Sat,Home,D,2,2,Bournemouth,2.9,2.1,60,"16,973",Christian Nørgaard,4-3-3,4-2-3-1,Robert Madley
4,2023-09-16,17:30 ,5,Sat,Away,L,0,1,Newcastle Utd,0.5,1.4,44,"51,670",Christian Nørgaard,5-3-2,4-3-3,Craig Pawson
5,2023-09-23,17:30 ,6,Sat,Home,L,1,3,Everton,1.0,1.9,57,"16,981",Christian Nørgaard,4-3-3,4-4-1-1,Michael Oliver
6,2023-10-01,14:00 ,7,Sun,Away,D,1,1,Nott'ham Forest,1.6,0.5,59,"29,004",Christian Nørgaard,4-3-3,4-3-3,Paul Tierney
7,2023-10-07,15:00 ,8,Sat,Away,L,1,2,Manchester Utd,0.9,1.4,36,"73,453",Christian Nørgaard,3-5-2,4-2-3-1,Andy Madley
8,2023-10-21,15:00 ,9,Sat,Home,W,3,0,Burnley,3.1,1.1,50,"17,029",Christian Nørgaard,4-3-3,4-2-3-1,Joshua Smith
9,2023-10-28,12:30 ,10,Sat,Away,W,2,0,Chelsea,2.2,1.9,32,"39,575",Christian Nørgaard,3-5-2,4-2-3-1,Simon Hooper
10,2023-11-04,15:00 ,11,Sat,Home,W,3,2,West Ham,1.5,1.8,58,"17,103",Christian Nørgaard,4-3-3,4-4-2,Thomas Bramall
11,2023-11-12,14:00 ,12,Sun,Away,L,0,3,Liverpool,1.6,1.7,42,"50,151",Christian Nørgaard,5-3-2,4-3-3,Paul Tierney
12,2023-11-25,17:30 ,13,Sat,Home,L,0,1,Arsenal,1.1,1.6,37,"17,201",Christian Nørgaard,5-3-2,4-3-3,Tim Robinson
13,2023-12-02,15:00 ,14,Sat,Home,W,3,1,Luton Town,3.1,0.2,68,"17,075",Christian Nørgaard,4-3-3,3-4-3,Anthony Taylor
14,2023-12-06,19:30 ,15,Wed,Away,L,1,2,Brighton,1.5,1.5,39,"31,571",Vitaly Janelt,4-4-2,4-2-3-1,Peter Bankes
