Unnamed: 0,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
0,2018-10-27,Sat,10,Home,W 4–1,Liverpool,Cardiff City,Y,LB,90,0,0,0,0,1,0,0,0,79,2,2,1,0.0,0.0,0.1,7,1,58,67,9,55,1,3,2,1035,320,23,24,31,33,4,7,0.2,3,5,3,1,62,5,0,0,0,2,5,0,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,14,42,23,2,219.0,105.0,0,0,2,0,54,7,0,13,0,39.3,6.1,16.6,2018-10-27 14:00:00+00:00,90,0,10,0,16030,5.0,2,-239,175,414,42,2018-10-27
1,2018-12-05,Wed,15,Away,W 3–1,Liverpool,Burnley,Y,LB,64,0,0,0,0,0,0,0,0,58,1,0,0,0.0,0.0,0.0,0,0,45,54,3,31,2,1,0,689,174,21,23,23,27,0,3,0.0,0,1,1,0,46,8,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,2,17,27,14,0,153.0,99.0,3,0,1,0,38,3,0,11,0,2.7,0.6,3.4,2018-12-05 19:45:00+00:00,64,0,15,0,16515,0.0,2,291,559,268,42,2018-12-05
2,2017-08-12,Sat,1,Away,D 3–3,Liverpool,Watford,Y,LB,90,0,0,0,0,1,1,0,0,73,5,1,2,0.1,0.1,0.0,4,1,43,58,0,24,3,2,2,807,279,12,15,26,32,4,9,0.0,1,3,0,0,45,13,2,0,0,3,11,0,0,2,0,1,1,0,0,1,0,0,0,0,0,3,4,1,0,2,4,2,0,2,6,0,3,27,30,17,0,182.0,109.0,3,0,1,0,37,8,0,14,0,12.8,4.7,26.8,2017-08-12 11:30:00+00:00,90,0,1,0,65856,7.0,1,0,0,0,45,2017-08-12
3,2017-08-27,Sun,3,Home,W 4–0,Liverpool,Arsenal,Y,LB,90,0,0,0,0,1,0,0,0,91,6,0,1,0.0,0.0,0.1,1,0,70,77,7,52,2,0,0,1159,300,32,34,35,36,3,7,0.1,1,6,1,1,71,6,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,4,6,2,0,1,3,0,3,19,50,22,0,186.0,91.0,1,0,1,0,63,2,1,40,1,20.7,5.3,24.4,2017-08-27 15:00:00+00:00,90,0,3,0,83308,8.0,7,-16700,2809,19509,45,2017-08-27
4,2017-09-09,Sat,4,Away,L 0–5,Liverpool,Manchester City,Y,"WB,LB",90,0,0,0,0,2,0,0,0,48,0,1,1,0.1,0.1,0.0,1,0,33,41,1,25,0,1,1,553,157,17,17,13,19,3,5,0.0,1,2,0,0,35,6,1,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,12,25,11,0,60.0,23.0,0,0,0,0,33,3,0,13,0,11.4,3.5,7.2,2017-09-09 11:30:00+00:00,90,0,4,0,92073,16.0,0,3480,12965,9485,45,2017-09-09
5,2017-09-23,Sat,6,Away,W 3–2,Liverpool,Leicester City,Y,LB,90,0,0,0,0,2,0,0,0,63,1,2,1,0.1,0.1,0.1,7,2,39,52,0,20,2,0,0,618,229,22,26,12,17,4,6,0.2,3,2,0,0,40,12,2,0,1,2,9,1,0,4,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,6,0,1,23,27,14,3,76.0,45.0,0,0,0,0,32,4,0,27,0,36.4,8.7,28.8,2017-09-23 16:30:00+00:00,90,0,6,0,100307,22.0,4,-8130,5416,13546,45,2017-09-23
6,2017-10-01,Sun,7,Away,D 1–1,Liverpool,Newcastle Utd,Y,LB,90,0,0,0,0,0,0,0,0,75,0,0,0,0.0,0.0,0.1,5,0,59,75,8,30,1,0,0,1064,405,26,29,28,34,5,10,0.2,3,6,2,2,64,11,0,0,1,9,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,31,2,129.0,57.0,0,0,0,0,55,12,0,19,0,46.2,6.5,15.0,2017-10-01 15:30:00+00:00,90,0,7,0,111429,4.0,2,8585,16005,7420,45,2017-10-01
7,2017-10-14,Sat,8,Home,D 0–0,Liverpool,Manchester Utd,Y,LB,90,0,0,0,0,0,0,0,0,79,3,1,1,0.0,0.0,0.0,1,0,55,71,4,28,1,0,0,1087,354,13,15,38,44,3,9,0.1,0,1,2,0,60,11,3,0,0,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,3,1,1,0,4,0,5,25,39,16,1,94.0,36.0,0,0,1,0,44,6,1,30,1,3.3,2.6,20.8,2017-10-14 11:30:00+00:00,90,0,8,0,108211,2.0,7,-4755,5330,10085,45,2017-10-14
8,2017-10-22,Sun,9,Away,L 1–4,Liverpool,Tottenham,Y,LB,90,0,0,0,0,1,1,0,0,96,3,0,2,0.0,0.0,0.0,3,0,81,91,6,53,6,0,0,1593,380,23,25,52,57,6,8,0.1,0,5,1,1,81,9,0,0,0,9,9,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,1,0,0,2,0,0,0,15,59,22,3,274.0,167.0,4,0,0,0,70,11,0,17,0,17.8,5.2,21.6,2017-10-22 15:00:00+00:00,90,0,9,0,128675,13.0,0,18284,22480,4196,45,2017-10-22
9,2017-10-28,Sat,10,Home,W 3–0,Liverpool,Huddersfield,Y,LB,90,0,0,0,0,1,0,0,0,96,2,0,1,0.0,0.0,0.1,1,0,77,88,4,42,3,0,0,1478,336,24,26,45,50,8,11,0.2,1,1,2,0,81,7,0,0,1,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,1,3,0,1,27,46,23,1,166.0,98.0,3,0,1,1,71,8,0,30,1,17.9,4.1,13.4,2017-10-28 14:00:00+00:00,90,0,10,0,155173,10.0,6,23970,32085,8115,45,2017-10-28
