Unnamed: 0,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
0,2018-08-11,Sat,1,Away,L 0–2,Brighton,Watford,Y*,RB,25,0,0,0,0,0,0,0,0,15,0,1,0,0.0,0.0,0.1,1,0,12,13,2,8,0,0,0,185,109,5,5,7,8,0,0,0.0,1,2,1,1,12,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,10,2,0,28.0,18.0,0,0,0,0,10,0,0,6,0,14.6,2.1,6.4,2018-08-11 14:00:00+00:00,25,0,1,0,14542,0.0,1,0,0,0,45,2018-08-11
1,2018-10-05,Fri,8,Home,W 1–0,Brighton,West Ham,Y*,RB,90,0,0,0,0,0,0,0,0,51,4,1,1,0.0,0.0,0.0,0,0,27,39,2,18,0,0,0,542,369,9,10,15,20,3,7,0.0,0,2,0,0,25,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,3,3,0,0,1,4,0,7,21,17,13,0,82.0,49.0,1,0,1,1,19,1,1,26,1,0.9,1.7,16.2,2018-10-05 19:00:00+00:00,90,0,8,0,6565,0.0,7,-211,21,232,44,2018-10-05
2,2018-10-20,Sat,9,Away,W 1–0,Brighton,Newcastle Utd,Y*,RB,67,0,0,0,0,0,0,0,0,27,2,2,0,0.0,0.0,0.0,0,0,12,20,3,11,0,0,0,203,130,6,7,6,9,0,3,0.0,0,1,0,0,18,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,4,9,13,5,0,31.0,10.0,0,0,0,0,12,0,0,21,1,0.3,1.1,10.2,2018-10-20 14:00:00+00:00,67,0,9,0,7218,0.0,6,458,709,251,44,2018-10-20
3,2018-10-27,Sat,10,Home,W 1–0,Brighton,Wolves,Y*,RB,90,0,1,0,0,1,0,0,0,58,3,1,0,0.1,0.1,0.4,2,1,37,49,3,30,0,1,1,666,395,20,21,12,16,5,11,0.0,2,2,1,0,42,7,1,0,0,1,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,2,1,2,1,0,0,5,0,6,25,23,10,1,83.0,37.0,0,0,1,0,30,1,3,47,1,21.3,6.2,36.2,2018-10-27 14:00:00+00:00,90,0,10,0,7211,4.0,12,-17,255,272,44,2018-10-27
4,2018-11-03,Sat,11,Away,L 1–3,Brighton,Everton,Y*,RB,90,0,0,0,0,0,0,0,0,44,3,1,0,0.0,0.0,0.0,0,0,28,38,4,21,0,0,0,500,339,10,11,17,23,1,2,0.0,0,0,0,0,27,11,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,0,0,0,2,0,1,18,21,5,0,46.0,15.0,0,0,0,0,24,0,0,7,0,0.3,1.2,11.6,2018-11-03 15:00:00+00:00,90,0,11,0,47031,0.0,1,34053,36843,2790,44,2018-11-03
5,2018-11-24,Sat,13,Home,D 1–1,Brighton,Leicester City,Y*,RB,90,0,0,0,0,1,0,1,0,72,0,2,0,0.0,0.0,0.0,1,0,54,67,12,42,0,4,2,1041,421,23,26,24,31,7,10,0.0,0,5,0,0,54,13,1,0,0,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,35,21,0,116.0,55.0,2,0,0,1,47,5,0,7,0,7.3,2.4,9.0,2018-11-24 15:00:00+00:00,90,0,13,0,46330,8.0,1,-5298,1460,6758,44,2018-11-24
6,2018-12-01,Sat,14,Away,W 2–1,Brighton,Huddersfield,Y*,RB,77,0,0,0,0,0,0,1,0,54,0,0,0,0.0,0.0,0.1,3,2,44,52,3,35,1,0,0,742,232,19,19,20,24,2,5,0.0,1,1,1,1,48,4,0,0,0,3,3,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,31,15,1,104.0,67.0,1,0,0,0,45,6,0,5,0,17.8,2.1,1.4,2018-12-01 15:00:00+00:00,77,0,14,0,44480,2.0,1,-2067,533,2600,44,2018-12-01
7,2018-12-08,Sat,16,Away,L 0–1,Brighton,Burnley,Y*,RB,90,0,0,0,0,0,0,0,0,85,0,1,1,0.0,0.0,0.0,0,0,60,77,7,32,2,0,0,883,323,40,46,18,27,1,3,0.0,0,3,0,0,62,15,2,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,24,43,18,0,167.0,109.0,1,0,0,0,49,4,0,13,0,2.8,1.6,13.4,2018-12-08 15:00:00+00:00,90,0,16,0,37686,0.0,2,-2678,250,2928,44,2018-12-08
8,2019-04-03,Wed,27,Away,L 0–3,Brighton,Chelsea,Y*,RB,90,0,0,0,0,0,0,0,0,53,2,1,1,0.0,0.0,0.0,0,0,38,47,0,20,1,0,0,723,280,17,17,15,19,5,9,0.0,0,0,0,0,35,12,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,2,0,8,29,21,3,0,64.0,35.0,0,0,0,0,27,1,0,17,0,0.8,1.1,10.4,2019-04-03 18:45:00+00:00,90,0,32,0,18563,0.0,1,-365,40,405,44,2019-04-03
9,2019-04-16,Tue,31,Home,L 0–2,Brighton,Cardiff City,Y*,RB,90,0,0,0,0,0,0,0,0,68,3,1,1,0.0,0.0,0.0,5,0,49,59,9,32,0,1,1,920,457,19,20,25,29,5,10,0.0,1,8,1,0,48,11,1,0,0,1,10,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,2,0,0,1,1,0,2,18,40,10,0,129.0,72.0,0,0,1,0,40,3,0,16,0,12.4,2.8,16.0,2019-04-16 18:45:00+00:00,90,0,34,0,18310,0.0,1,-163,121,284,44,2019-04-16
