Unnamed: 0,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
0,2017-08-12,Sat,1,Home,W 1–0,West Brom,Bournemouth,Y,RB,90,0,0,0,0,0,0,0,0,46,2,1,1,0.0,0.0,0.0,2,1,26,39,2,19,0,1,0,507,306,13,13,9,15,4,9,0.0,0,3,0,0,27,12,0,0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,1,1,0,1,0,2,0,2,14,23,10,0,76.0,27.0,1,0,1,0,21,0,0,24,1,1.1,1.7,15.6,2017-08-12 14:00:00+00:00,90,0,1,0,13029,0.0,6,0,0,0,50,2017-08-12
1,2017-08-19,Sat,2,Away,W 1–0,West Brom,Burnley,Y,RB,90,0,0,0,0,0,0,0,0,57,1,0,0,0.0,0.0,0.0,1,0,28,46,5,18,0,0,0,446,244,14,15,10,19,3,10,0.0,0,5,0,0,29,17,0,0,0,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,7,27,24,6,0,64.0,38.0,1,0,3,1,19,0,3,25,1,0.8,1.5,14.6,2017-08-19 14:00:00+00:00,90,0,2,0,18247,0.0,9,1527,2567,1040,50,2017-08-19
2,2017-08-27,Sun,3,Home,D 1–1,West Brom,Stoke City,Y,RB,90,0,1,0,0,0,0,0,0,50,4,2,2,0.0,0.0,0.3,3,1,27,37,1,23,2,2,1,402,97,14,15,9,12,1,5,0.2,1,0,1,1,29,8,1,0,0,6,7,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,2,2,0,2,2,0,1,1,3,0,4,17,24,10,0,119.0,61.0,2,0,0,2,20,3,3,28,0,19.8,6.0,39.8,2017-08-27 12:30:00+00:00,90,0,3,0,56649,0.0,8,26458,33211,6753,50,2017-08-27
3,2017-09-09,Sat,4,Away,L 1–3,West Brom,Brighton,Y,"LB,RB",90,0,0,0,0,1,0,0,0,70,1,1,0,0.0,0.0,0.1,3,0,43,60,1,40,7,3,2,665,153,31,35,5,8,6,13,0.0,2,1,1,1,46,14,0,0,0,12,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,14,22,34,1,227.0,134.0,2,0,1,1,44,12,0,17,0,27.0,5.3,15.8,2017-09-09 14:00:00+00:00,90,0,4,0,172849,10.0,1,85195,101862,16667,50,2017-09-09
4,2017-09-16,Sat,5,Home,D 0–0,West Brom,West Ham,N,LB,6,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,7,1,1,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,1,0,3.0,1.0,0,0,0,0,1,1,0,5,0,0.3,0.3,3.0,2017-09-16 14:00:00+00:00,5,0,5,0,180867,0.0,1,1711,23341,21630,50,2017-09-16
5,2017-09-25,Mon,6,Away,L 0–2,West Brom,Arsenal,Y,WB,73,0,0,0,0,0,0,1,0,32,5,0,0,0.0,0.0,0.0,0,0,14,24,1,13,0,0,0,222,73,4,6,8,13,0,0,0.0,0,1,1,1,16,8,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,2,4,2,0,0,2,0,2,9,17,6,0,46.0,17.0,0,0,1,1,12,2,0,9,0,4.6,1.5,10.0,2017-09-25 19:00:00+00:00,73,0,6,0,154489,0.0,0,-27543,3439,30982,50,2017-09-25
6,2017-10-21,Sat,9,Away,L 0–1,West Brom,Southampton,N,"WB,RB",59,0,0,0,0,1,0,0,0,48,4,1,4,0.0,0.0,0.1,2,0,21,37,1,22,1,0,0,316,168,13,15,6,11,2,9,0.1,1,0,1,1,27,10,0,0,0,6,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,3,4,1,1,3,1,0,3,21,15,12,0,94.0,44.0,3,0,1,4,20,2,0,8,0,15.3,3.5,16.6,2017-10-21 16:30:00+00:00,58,0,9,0,110554,3.0,1,-9669,272,9941,50,2017-10-21
7,2017-10-28,Sat,10,Home,L 2–3,West Brom,Manchester City,Y,"WB,RB",90,0,0,0,0,0,0,0,0,33,2,1,0,0.0,0.0,0.1,1,0,16,28,1,17,1,0,0,288,126,7,9,8,10,1,6,0.1,1,1,1,1,23,4,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,2,0,5,20,8,5,0,82.0,43.0,0,0,1,0,14,1,0,14,0,14.4,2.6,11.8,2017-10-28 14:00:00+00:00,90,0,10,0,100105,0.0,1,-10539,247,10786,50,2017-10-28
8,2017-11-04,Sat,11,Away,L 0–1,West Brom,Huddersfield,Y,"WB,RB",90,0,0,0,0,0,0,1,0,70,2,1,0,0.0,0.0,0.0,0,0,47,63,1,35,2,2,1,641,237,31,33,14,19,2,9,0.0,0,1,0,0,48,15,2,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,2,0,2,22,28,20,0,116.0,63.0,0,0,2,1,39,6,0,7,0,3.2,1.0,7.2,2017-11-04 15:00:00+00:00,90,0,11,0,95104,0.0,1,-5126,498,5624,50,2017-11-04
9,2017-11-25,Sat,13,Away,D 1–1,West Brom,Tottenham,Y,CB,90,0,0,0,0,0,0,1,0,46,5,2,0,0.0,0.0,0.0,0,0,24,34,0,22,0,0,0,471,236,10,12,10,12,4,10,0.0,0,0,0,0,27,7,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,2,1,0,0,5,0,8,28,16,4,0,117.0,46.0,0,0,1,1,14,0,0,6,0,0.1,1.9,19.0,2017-11-25 15:00:00+00:00,90,0,13,0,84336,0.0,1,-4955,62,5017,50,2017-11-25
