Unnamed: 0,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
0,2018-08-19,Sun,2,Away,L 1–6,Huddersfield,Manchester City,Y*,RB,90,0,0,0,0,0,0,0,0,35,3,3,1,0.0,0.0,0.0,1,0,15,23,2,17,1,1,1,254,126,8,8,4,8,2,3,0.0,0,2,1,1,20,3,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,2,0,1,3,0,6,20,13,2,1,90.0,49.0,1,0,0,0,15,1,0,13,0,4.3,2.4,17.4,2018-08-19 12:30:00+00:00,90,0,2,0,5091,2.0,-1,-570,47,617,45,2018-08-19
1,2018-11-25,Sun,13,Away,W 2–0,Huddersfield,Wolves,Y*,CB,90,0,0,0,0,0,0,1,0,76,2,2,0,0.0,0.0,0.0,0,0,58,67,3,44,0,1,0,1182,268,24,26,20,21,13,18,0.0,0,2,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,3,33,43,0,0,127.0,19.0,0,0,2,1,53,0,0,20,1,1.0,1.3,12.2,2018-11-25 16:00:00+00:00,90,0,13,0,3663,0.0,5,-25,49,74,44,2018-11-25
2,2018-12-01,Sat,14,Home,L 1–2,Huddersfield,Brighton,N,RB,28,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,0,0,7,8,0,3,1,0,0,90,14,5,5,2,2,0,1,0.0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,1,0,23.0,20.0,1,0,0,0,3,1,0,4,0,0.3,0.3,2.2,2018-12-01 15:00:00+00:00,27,0,14,0,3732,0.0,1,41,103,62,44,2018-12-01
3,2018-12-08,Sat,16,Away,L 0–1,Huddersfield,Arsenal,Y*,RB,59,0,0,0,0,1,0,1,0,32,1,0,0,0.0,0.0,0.1,1,0,18,29,0,11,1,0,0,279,113,9,13,8,14,0,1,0.1,1,0,0,0,21,8,0,0,0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,9,15,8,3,45.0,11.0,0,1,0,1,19,4,0,2,0,10.8,2.2,0.8,2018-12-08 15:00:00+00:00,59,0,16,0,3665,10.0,0,-38,20,58,44,2018-12-08
4,2019-01-20,Sun,23,Home,L 0–3,Huddersfield,Manchester City,Y*,RB,90,0,0,0,0,0,0,0,0,58,4,2,1,0.0,0.0,0.0,0,0,26,44,1,26,0,0,0,394,131,12,15,12,20,1,6,0.0,0,0,0,0,34,10,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,4,3,1,0,5,0,4,26,20,12,0,60.0,16.0,0,0,1,0,26,2,0,15,0,2.7,2.3,20.4,2019-01-20 13:30:00+00:00,90,0,23,0,3150,0.0,1,-15,27,42,44,2019-01-20
5,2019-02-02,Sat,25,Away,L 0–5,Huddersfield,Chelsea,Y*,RB,90,0,0,0,0,0,0,0,0,53,1,2,2,0.0,0.0,0.0,1,0,35,43,0,24,0,0,0,572,166,16,17,17,19,2,5,0.0,1,0,0,0,36,7,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,4,0,6,27,13,14,1,108.0,37.0,2,0,0,0,26,1,0,13,0,11.6,3.0,16.0,2019-02-02 15:00:00+00:00,90,0,25,0,3159,2.0,0,-7,8,15,44,2019-02-02
6,2019-02-09,Sat,26,Home,L 1–2,Huddersfield,Arsenal,Y*,RB,90,0,0,0,0,0,0,0,0,71,3,1,1,0.0,0.0,0.1,2,0,47,66,10,34,3,1,1,721,309,29,35,16,21,2,8,0.0,1,8,0,0,55,11,0,0,0,5,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,1,0,0,1,10,39,22,0,183.0,117.0,1,0,0,0,43,6,0,13,0,14.2,2.8,14.0,2019-02-09 15:00:00+00:00,90,0,26,0,3162,0.0,1,-4,18,22,44,2019-02-09
7,2019-02-23,Sat,27,Away,L 0–2,Huddersfield,Newcastle Utd,Y*,RB,19,0,0,0,0,0,0,0,1,25,1,0,0,0.0,0.0,0.0,0,0,21,24,1,14,0,0,0,341,99,14,16,3,3,3,4,0.0,0,2,0,0,15,9,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,5,12,8,0,37.0,17.0,0,0,0,0,15,3,0,-5,0,0.9,0.0,0.0,2019-02-23 15:00:00+00:00,20,0,27,0,3177,0.0,-3,-3,25,28,44,2019-02-23
8,2019-03-16,Sat,31,Away,L 3–4,Huddersfield,West Ham,Y*,"RB,CB",90,0,0,0,0,1,0,0,0,42,0,0,1,0.0,0.0,0.0,2,1,24,37,1,12,1,0,0,321,145,14,18,7,12,1,4,0.0,0,3,0,0,29,8,0,0,0,2,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,14,20,8,0,57.0,29.0,1,0,0,0,17,3,0,7,0,1.6,1.4,4.4,2019-03-16 15:00:00+00:00,90,0,31,0,3298,8.0,0,18,41,23,44,2019-03-16
9,2019-03-30,Sat,32,Away,L 0–2,Huddersfield,Crystal Palace,Y,RB,90,0,0,0,0,0,0,0,0,49,0,1,1,0.0,0.0,0.0,3,0,35,47,3,25,5,1,1,602,133,19,22,9,13,5,7,0.0,1,2,1,0,38,8,2,0,0,3,6,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,8,30,11,0,143.0,65.0,2,0,0,1,29,6,0,13,0,20.6,3.6,15.0,2019-03-30 15:00:00+00:00,90,0,32,0,3157,0.0,1,5,39,34,44,2019-03-30
