Unnamed: 0,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
0,2018-08-11,Sat,1,Away,L 0–2,Cardiff City,Bournemouth,Y,LB,90,0,0,0,0,0,0,0,0,48,4,3,1,0.0,0.0,0.0,2,0,28,34,4,18,0,0,0,468,189,12,12,12,15,2,4,0.0,0,4,0,0,26,8,2,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,3,1,0,1,4,0,5,12,27,9,0,77.0,23.0,0,0,0,0,15,2,0,14,0,1.8,1.8,16.4,2018-08-11 14:00:00+00:00,90,0,1,0,8863,0.0,1,0,0,0,45,2018-08-11
1,2018-08-18,Sat,2,Home,D 0–0,Cardiff City,Newcastle Utd,Y,LB,90,0,0,0,0,0,0,0,0,58,1,1,1,0.0,0.0,0.1,2,0,34,48,3,21,1,0,0,509,276,16,19,12,20,4,6,0.1,1,0,1,1,35,13,3,0,0,1,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,7,0,6,15,27,16,0,87.0,49.0,2,0,0,0,24,3,2,29,1,17.2,3.9,22.0,2018-08-18 11:30:00+00:00,90,0,2,0,9413,0.0,8,-452,506,958,45,2018-08-18
2,2018-08-25,Sat,3,Away,D 0–0,Cardiff City,Huddersfield,Y,LB,90,0,0,0,0,0,0,0,0,42,3,0,0,0.0,0.0,0.0,3,0,30,36,2,13,0,0,0,547,145,15,17,9,11,6,8,0.0,0,4,0,0,28,8,0,0,0,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,0,3,10,20,13,0,45.0,11.0,1,0,1,0,18,4,0,22,1,2.8,1.3,10.0,2018-08-25 14:00:00+00:00,90,0,3,0,28775,0.0,6,12679,16419,3740,45,2018-08-25
3,2018-09-02,Sun,4,Home,L 2–3,Cardiff City,Arsenal,Y,LB,90,0,1,0,0,0,0,0,0,38,1,4,1,0.0,0.0,0.1,3,1,17,24,4,12,1,0,0,284,164,9,10,7,9,1,4,0.2,1,2,2,2,22,2,1,0,0,7,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,2,0,1,6,0,6,14,16,8,0,105.0,53.0,0,0,0,0,14,3,0,24,0,18.7,5.5,35.8,2018-09-02 12:30:00+00:00,90,0,4,0,37669,0.0,4,6181,10675,4494,45,2018-09-02
4,2018-09-15,Sat,5,Away,L 1–4,Cardiff City,Chelsea,Y,"WB,LB",90,0,0,0,0,0,0,0,0,25,0,1,1,0.0,0.0,0.0,0,0,11,20,2,8,0,0,0,194,106,7,10,2,4,2,6,0.0,0,3,0,0,13,7,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,2,7,14,4,0,15.0,4.0,0,0,0,0,10,0,0,8,0,0.3,1.0,9.8,2018-09-15 14:00:00+00:00,90,0,5,0,53186,0.0,0,10181,16802,6621,45,2018-09-15
5,2018-10-06,Sat,8,Away,L 0–1,Cardiff City,Tottenham,Y,LB,90,0,0,0,0,0,0,0,0,51,3,3,2,0.0,0.0,0.0,0,0,24,32,2,15,0,3,2,364,165,12,13,10,11,2,5,0.0,0,3,0,0,20,11,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,1,0,2,6,0,4,18,18,15,0,42.0,18.0,0,0,2,0,14,1,0,12,0,1.7,1.8,16.4,2018-10-06 14:00:00+00:00,90,0,8,0,44051,0.0,2,-3400,173,3573,45,2018-10-06
6,2018-10-20,Sat,9,Home,W 4–2,Cardiff City,Fulham,Y,LB,90,0,0,0,0,2,0,0,0,55,0,2,1,0.1,0.1,0.3,4,0,29,44,1,17,2,2,1,390,227,16,20,8,16,1,3,0.4,4,3,1,1,27,17,4,0,0,4,13,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,16,30,1,80.0,45.0,0,0,2,0,18,2,0,13,0,51.1,7.6,14.0,2018-10-20 14:00:00+00:00,90,0,9,0,41963,11.0,1,-2331,427,2758,45,2018-10-20
7,2018-10-27,Sat,10,Away,L 1–4,Cardiff City,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,46,3,4,1,0.0,0.0,0.0,0,0,24,29,1,10,1,1,1,297,155,16,16,8,10,0,2,0.0,0,2,0,0,22,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,0,0,1,5,0,6,17,23,7,0,69.0,39.0,1,0,1,0,12,1,0,15,0,1.6,2.2,20.0,2018-10-27 14:00:00+00:00,90,0,10,0,40210,0.0,0,-1838,84,1922,45,2018-10-27
8,2018-11-03,Sat,11,Home,L 0–1,Cardiff City,Leicester City,Y,LB,90,0,0,0,0,0,0,0,0,40,0,6,1,0.0,0.0,0.1,1,0,22,31,2,15,1,0,0,343,113,12,14,7,12,2,4,0.2,1,0,2,2,28,3,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,5,11,18,11,1,51.0,23.0,2,0,0,0,15,0,0,10,0,20.3,4.3,20.6,2018-11-03 15:00:00+00:00,90,0,11,0,38127,2.0,2,-2181,163,2344,45,2018-11-03
9,2018-12-04,Tue,15,Away,L 1–3,Cardiff City,West Ham,Y,LB,90,0,0,0,0,0,0,0,0,42,1,1,1,0.0,0.0,0.1,1,0,30,38,0,16,1,2,2,489,249,16,20,11,13,2,2,0.1,1,1,1,1,27,10,2,0,1,1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,4,12,15,15,1,97.0,43.0,1,0,0,2,18,2,0,11,0,16.3,3.2,14.0,2018-12-04 19:45:00+00:00,90,0,15,0,33669,2.0,1,-1229,44,1273,45,2018-12-04
10,2018-12-08,Sat,16,Home,W 1–0,Cardiff City,Southampton,Y,LB,90,0,0,0,0,1,0,1,0,32,0,2,1,0.0,0.0,0.0,2,0,14,26,2,10,0,3,3,221,117,5,7,8,12,0,6,0.0,0,1,0,0,21,5,1,1,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,17,6,0,46.0,32.0,1,0,1,0,8,0,0,19,1,4.0,0.8,2.6,2018-12-08 15:00:00+00:00,90,0,16,0,33061,1.0,5,-655,117,772,45,2018-12-08
